id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,release_date,vote_average,overview,poster_path,budget,runtime,revenue,production_companies
538830,['Louis Feuillade'],René Navarre,Renée Carl,Yvette Andréyor,[],The Secret of Forçat,1913-03-14,0.0,,/czPzrzSOwFdAHc2FySp0HtOeefb.jpg,0,39,0,[]
76937,['Leedham Bantock'],Seymour Hicks,Leedham Bantock,William Lugg,"['Drama', 'Fantasy']",Scrooge,1913-09-01,5.5,A 1913 British black and white silent film based on the 1843 novel A Christmas Carol by Charles Dickens. It starred Seymour Hicks as Ebenezer Scrooge. In the United States it was released in 1926 as Old Scrooge.,/nHNVK10LbbQTScXrrihverGxmOT.jpg,0,40,0,[]
100246,['Winsor McCay'],Winsor McCay,George McManus,Roy L. McCardell,"['Animation', 'Comedy']",Gertie the Dinosaur,1914-02-08,6.6,"Although not the first feature-length animated film, as is sometimes thought, it was the first cartoon to feature a character with an appealing personality. The appearance of a true character distinguished it from earlier animated ""trick films"", such as those of Blackton and Cohl, and makes it the predecessor to later popular cartoons such as those by Walt Disney. The film was also the first to be created using keyframe animation.",/dpKnNDqkvfxe0MQNPyIbBs7AEI5.jpg,0,12,0,['Vitagraph Company of America']
5153,['Giovanni Pastrone'],Carolina Catena,Lidia Quaranta,Gina Marangoni,"['Drama', 'History']",Cabiria,1914-06-01,7.2,"Young Cabiria is kidnapped by pirates and sold as a slave in Carthage. Just as she's to be sacrificed to Moloch, Cabiria is rescued by Fulvius Axilla, a good-hearted Roman spy, and his powerful slave, Maciste. The trio are broken up as Cabiria is entrusted to a woman of noble birth. With Cabiria's fate unknown, Maciste punished for his heroism, and Fulvius sent away to fight for Rome, is there any hope of our heroes reuniting?",/oZhgcHHapkzYmB0OhQcRfZ7LdLM.jpg,0,148,0,['Italia Film']
22885,['Henry Lehrman'],Charlie Chaplin,Henry Lehrman,Frank D. Williams,['Comedy'],Kid Auto Races at Venice,1914-02-07,5.5,"The Tramp interferes with the celebration of several kid auto races in Venice, California (Junior Vanderbilt Cup Race, January 10 and 11, 1914), standing himself in the way of the cameraman who is filming the event.",/k2CuWmAMbOgQZCDTg1RfkZs976e.jpg,0,7,0,['Keystone Film Company']
22936,['Mabel Normand'],Mabel Normand,Charlie Chaplin,Chester Conklin,['Comedy'],Mabel's Strange Predicament,1914-02-14,5.4,The Tramp gets drunk in a hotel lobby and causes some misunderstandings between Mabel and her lover.,/mynq8Tv90uUUVIVDy91tlW5FyWd.jpg,0,12,0,['Keystone Film Company']
53393,['Charlie Chaplin'],Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Phyllis Allen,['Comedy'],The Rounders,1914-09-07,6.2,Two drunks fight with their wives and then go out and get even drunker.,/8zdphM9xEBxqeirBbe47vXkNeDf.jpg,0,13,0,['Keystone Film Company']
53368,['Henry Lehrman'],Charlie Chaplin,Henry Lehrman,Grover Ligon,['Comedy'],Making a Living,1914-02-02,5.7,A swindler scams a journalist to get some money and then applies for a job at his newspaper.,/htkmTcnLAin498pWF0un22pBf0F.jpg,0,13,0,['Keystone Film Company']
53385,['Mack Sennett'],Roscoe 'Fatty' Arbuckle,Minta Durfee,Edgar Kennedy,['Comedy'],The Knockout,1914-06-11,5.5,"To show his girl how brave he is, Pug challenges the champion to a fight. Charlie referees, trying to avoid contact with the two monsters.",/8qmp5csuIU3w3hpTgr4N9SwDWqu.jpg,0,30,0,['Keystone Film Company']
22870,"['Mack Sennett', 'George Nichols']",Charlie Chaplin,Edgar Kennedy,Minta Durfee,['Comedy'],"Cruel, Cruel Love",1914-03-26,5.0,"This early Chaplin film has him playing a character quite different from the Tramp for which he would become famous. He is a rich, upper-class gentleman whose romance is endangered when his girlfriend oversees him being embraced by a maid. Chaplin's romantic interest in this film, Minta Durfee, was the wife of fellow Keystone actor, Roscoe ""Fatty"" Arbuckle.",/tvBAvzwfVBz0kEeOz57p22YpdUX.jpg,0,9,0,"['Keystone Film Company', 'Lone Star Corporation']"
22940,['Charlie Chaplin'],Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Chester Conklin,['Comedy'],The Masquerader,1914-08-27,5.6,"Charlie plays an actor who bungles several scenes and is kicked out. He returns convincingly dressed as a lady and charms the director, but Charlie never makes it into the film.",/1phswaxToDCpEaQR0pYkVDdDHeK.jpg,0,12,0,['Keystone Film Company']
22943,['Mack Sennett'],Marie Dressler,Charlie Chaplin,Mabel Normand,"['Comedy', 'Drama', 'Romance']",Tillie's Punctured Romance,1914-11-14,6.2,"A womanizing city man meets Tillie in the country, after a fight with his girlfriend. When he sees that Tillie's father has a very large bankroll for his workers, he persuades her to elope with him.",/AiuU7NtGyRjz1td7I1Z1z8WFnzF.jpg,0,85,0,['Keystone Film Company']
33300,['Mabel Normand'],Charlie Chaplin,Mabel Normand,Phyllis Allen,['Comedy'],Caught in a Cabaret,1914-04-27,5.6,"Charlie is a clumsy waiter in a cheap cabaret, suffering the strict orders from his boss. He meets a pretty girl in the park and tries to impress her by pretending to be an ambassador. Unfortunately she has a jealous fiancé.",/iIx2Sv7fg6yR8QBt587zBiBpkkw.jpg,0,30,0,['Keystone Film Company']
53392,['Charlie Chaplin'],Charlie Chaplin,Jess Dandy,Charley Chase,['Comedy'],His New Profession,1914-08-31,5.8,Charlie takes care of a man in a wheelchair.,/qqSU0nf3xztvGIZKWjWa3nTr7Y9.jpg,0,12,0,['Keystone Film Company']
53375,"['Charlie Chaplin', 'Joseph Maddern']",Charlie Chaplin,Minta Durfee,Edgar Kennedy,['Comedy'],Twenty Minutes of Love,1914-04-20,5.5,"Charlie is hanging around in the park, finding problems with a jealous suitor, a man who thinks that Charlie has robbed him a watch, a policeman and even a little boy, all because our friend can't stop snooping.",/9uFAhOZ2SzzyFNdKMIndns9h0KX.jpg,0,11,0,['Keystone Film Company']
53401,['Charlie Chaplin'],Charlie Chaplin,Mack Swain,Gene Marsh,['Comedy'],His Prehistoric Past,1914-12-07,5.7,"Set in the stone age, King Low-Brow rules the land and a harem of wives. When Charlie arrives in this land (where every man has one thousand wives), he falls in love with the King's favorite wife. When the King falls over a cliff, he is presumed dead and Charlie crowns himself King. The King, however, is not dead and comes back and bashes Charlie over the head with a rock. It turns out it was a dream and a police man bashed Charlie over the head with his club because he was sleeping in the park.",/zK3Tk9eJ1sshDsgjBKSMZ6Aq4VG.jpg,0,22,0,['Keystone Film Company']
53387,['Mack Sennett'],Charlie Chaplin,Mabel Normand,Mack Swain,['Comedy'],Mabel's Married Life,1914-06-20,5.9,Mabel goes home after being humiliated by a masher whom her husband won't fight. The husband goes off to a bar and gets drunk.,/ekwUtoOmV1ujA5bCOsNAseEg6gf.jpg,0,15,0,['Keystone Film Company']
53388,['Charlie Chaplin'],Charlie Chaplin,Phyllis Allen,Alice Davenport,['Comedy'],The Property Man,1914-08-01,5.6,"Charlie is in charge of stage ""props"" and has trouble with actors' luggage and conflicts over who gets the star's dressing room. Once the dressing-room issue is resolved the next issue is getting everyone on stage with the correct backdrop. Backstage Charlie and an old man fight, often disrupting the on-stage performances. The audience also break into a fight, and a hose brought out behind the scenes ends up squirted over them.",/7QHeiq50mytgBEwrL5ReauRL1Ix.jpg,0,24,0,['Keystone Film Company']
53372,['George Nichols'],Charlie Chaplin,Minta Durfee,Edgar Kennedy,['Comedy'],The Star Boarder,1914-04-04,5.0,A brat's magic lantern show exposes an indiscreet moment between a landlady and her star boarder.,/eCYiUi6FyUUFzf5HK4t6kdp9LIH.jpg,0,12,0,['Keystone Film Company']
53396,['Charlie Chaplin'],Charlie Chaplin,Mabel Normand,Chester Conklin,['Comedy'],Gentlemen of Nerve,1914-10-29,5.7,"Mabel and her beau go to an auto race and are joined by Charlie and his friend. As Charlie's friend is attempting to enter the raceway through a hole, the friend gets stuck and a policeman shows up.",/7VuWkUsn4G5G24TSZyzLgT4eKO8.jpg,0,15,0,['Keystone Film Company']
22895,['Mack Sennett'],Charlie Chaplin,Mabel Normand,Chester Conklin,['Comedy'],Mabel's Busy Day,1914-06-13,5.6,"Mabel tries to sell hot dogs at a car race, but isn't doing a very good job at it. She sets down the box of hot dogs and leaves them for a moment. Charlie finds them and gives them away to the hungry spectators at the track as Mabel frantically tries to find her lost box of hot dogs. Mabel finds out that Charlie has stolen them and sends the police after him. Chaos ensues.",/owSvp9zBPD6eljwzVH4l1bzW3jI.jpg,0,13,0,['Keystone Film Company']
28196,['D.W. Griffith'],Henry B. Walthall,Spottiswoode Aitken,Blanche Sweet,"['Drama', 'Horror']",The Avenging Conscience,1914-08-02,6.0,"Thwarted by his despotic uncle from continuing his love affair, a young man's thoughts turn dark as he dwells on ways to deal with his uncle. Becoming convinced that murder is merely a natural part of life, he kills his uncle and hides the body. However, the man's conscience awakens; Paranoia sets in and nightmarish visions begin to haunt him.",/bAxPd1rPdlfi4osKo5LCXKJpKtt.jpg,0,83,0,['Majestic Motion Picture Company']
618,['D.W. Griffith'],Lillian Gish,Mae Marsh,Henry B. Walthall,"['Drama', 'History', 'War']",The Birth of a Nation,1915-02-08,6.1,"Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.",/pNpOXpQI5GSUfiWypubYtMh9928.jpg,100000,193,11000000,['Epoch Film Co.']
29082,['Louis Feuillade'],Jean Aymé,Édouard Mathé,Marcel Lévesque,"['Drama', 'Thriller']","The Vampires or, The Arch Criminals of Paris",1915-11-13,6.8,"Paris is prey to an invisible terror against which the police can do nothing: a sinister organization that sows chaos and death. The intrepid journalist Philippe Guérande and his partner embark on a long crusade to put an end to the crimes of the Great Vampire and Irma Vep, his dangerous accomplice. (A ten episode movie serial.)",/8jO0Zmd468zS9WRLHpwsKUowZAX.jpg,0,422,0,['Gaumont']
53415,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Jack Henderson,['Comedy'],A Burlesque on Carmen,1915-12-18,6.0,A gypsy seductress is sent to sway a goofy officer to allow a smuggling run.,/n06Np1hV4TtOWvckoKt3PRwZIDB.jpg,0,31,0,['The Essanay Film Manufacturing Company']
43678,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Ernest Van Pelt,['Comedy'],The Champion,1915-03-11,6.5,"Walking along with his bulldog, Charlie finds a ""good luck"" horseshoe just as he passes a training camp advertising for a boxing partner ""who can take a beating."" After watching others lose, Charlie puts the horseshoe in his glove and wins. The trainer prepares Charlie to fight the world champion. A gambler wants Charlie to throw the fight. He and the trainer's daughter fall in love.",/jRLpmw9VfbdHVT1NAAFKESVok3P.jpg,0,31,0,['The Essanay Film Manufacturing Company']
53412,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Charlotte Mineau,['Comedy'],A Night in the Show,1915-11-20,6.3,"Mr. Pest tries several theatre seats before winding up in front in a fight with the conductor. He is thrown out. In the lobby he pushes a fat lady into a fountain and returns to sit down by Edna. Mr. Rowdy, in the gallery, pours beer down on Mr. Pest and Edna. He attacks patrons, a harem dancer, the singers Dot and Dash, and a fire-eater.",/j9aFYk99nbwPlZ3hj1FJWMyPfoa.jpg,0,24,0,['The Essanay Film Manufacturing Company']
70368,['Cecil B. DeMille'],Fannie Ward,Sessue Hayakawa,Jack Dean,['Drama'],The Cheat,1915-12-13,6.1,"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",/1cnktg7gG1HutqKQ47jgcAWsP9R.jpg,17311,59,137365,"['Jesse L. Lasky Feature Play Company', 'Paramount']"
10695,"['Henrik Galeen', 'Paul Wegener']",Paul Wegener,Rudolf Blümner,Carl Ebert,['Horror'],The Golem,1915-01-15,6.9,"This mostly lost film (please check your attic) is often confused with director Paul Wegener third and readily available interpretation of the legend; Der Golem, wie er in die Welt kam (1920).  In this version of the golem legend, the golem, a clay statue brought to life by Rabbi Loew in 16th century Prague to save the Jews from the ongoing brutal persecution by the city's rulers, is found in the rubble of an old synagogue in the 20th century. Brought to life by an antique dealer, the golem is used as a menial servant. Eventually falling in love with the dealer's wife, it goes on a murderous rampage when its love for her goes unanswered.",/yi6GsrnKO3XpNjAMQgqWhtX8SYT.jpg,0,60,0,['Deutsche Bioscope']
30982,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Ernest Van Pelt,['Comedy'],The Tramp,1915-04-12,6.6,"The Little Fellow finds the girl of his dreams and work on a family farm. He helps defend the farm against criminals, and all seems well, until he discovers the girl of his dreams already has someone in her life. Unwilling to be a problem in their lives, he takes to the road, though he is seen skipping and swinging his cane as if happy to be back on the road where he knows he belongs.",/sK44OmHGDedaoYHEtyIUoA73jEN.jpg,0,26,0,['The Essanay Film Manufacturing Company']
53408,['Charlie Chaplin'],Charlie Chaplin,Charles Inslee,Edna Purviance,['Comedy'],Work,1915-06-21,5.9,"Charlie and his boss have difficulties just getting to the house they are going to wallpaper. The householder is angry because he can't get breakfast and his wife is screaming at the maid as they arrive. The kitchen gas stove explodes, and Charlie offers to fix it. The wife's secret lover arrives and is passed off as the workers' supervisor, but the husband doesn't buy this and fires shots. The stove explodes violently, destroying the house.",/lun18UZ3cOMj7J0X8sc2ElYXAbl.jpg,0,28,0,['The Essanay Film Manufacturing Company']
53411,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Wesley Ruggles,['Comedy'],Shanghaied,1915-10-04,5.8,"A shipowner intends to scuttle his ship on its last voyage to get the insurance money. Charlie, a tramp in love with the owner's daughter, is grabbed by the captain and promises to help him shanghai some seamen. The daughter stows away to follow Charlie. Charlie assists in the galley and attempts to serve food during a gale.",/juwx4pw6gyloHyxAEUagCF3vkB6.jpg,0,27,0,['The Essanay Film Manufacturing Company']
53402,['Charlie Chaplin'],Charlie Chaplin,Ben Turpin,Charlotte Mineau,['Comedy'],His New Job,1915-02-01,5.6,"When one of the actors on a movie set doesn't show up, Charlie gets his chance to be on camera and replaces the actor. While waiting, he plays in a dice game and gets on many people's nerves. When he finally gets to act, he ruins his scene, accidentally destroys the set, and tears the skirt of the star of the movie.",/9Fjr5R6UymVNmd7GwImfzcw5Wbe.jpg,0,29,0,['The Essanay Film Manufacturing Company']
38730,['Frank Powell'],Theda Bara,Edward José,Mabel Frenyear,['Drama'],A Fool There Was,1915-01-12,5.3,"John Schuyler, a happily married lawyer, is appointed diplomat and sent to England; But, due to an unfortunate accident, his wife and child can not come along with him. On the ship to England, Schuyler meets the notorious Vampire-- A relentless gold-digger who causes the moral degradation of those she seduces, first fascinating and then draining the very life from her victims.",/otUrt8q6ghKw0FeDnBl1ay5AJLI.jpg,0,67,0,['Fox Film Corporation']
53406,['Charlie Chaplin'],Charlie Chaplin,Billy Armstrong,Margie Reiger,['Comedy'],By the Sea,1915-04-29,5.6,"It is windy at a bathing resort. After fighting with one of the two husbands, Charlie approaches Edna while the two husbands themselves fight over ice cream. Driven away by her husband, Charlie turns to the other's wife.",/jPjlcG1v6naOTWySPJxsoPy5nqq.jpg,0,14,0,['The Essanay Film Manufacturing Company']
53410,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Carl Stockdale,['Comedy'],The Bank,1915-08-09,6.4,A janitor at a bank is in love with a secretary and dreams that she has fallen in love with him too.,/3L6YgCq5vR9wUgaKy1MzpeqrN9X.jpg,0,25,0,[]
53403,['Charlie Chaplin'],Charlie Chaplin,Ben Turpin,Bud Jamison,['Comedy'],A Night Out,1915-02-15,5.9,"After a visit to a pub, Charlie and Ben cause a ruckus at a posh restaurant. Charlie later finds himself in a compromising position at a hotel with the head waiter's wife.",/79Kd7DQ3XxvH0GG2XePZxh54efq.jpg,0,33,0,['The Essanay Film Manufacturing Company']
53409,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Charles Inslee,['Comedy'],A Woman,1915-07-12,6.2,"Mother, father and daughter go to the park. The women doze off on a bench while the father plays a hide-and-seek game with a girl, blindfolded. Charlie leads him into a lake. Both dozing ladies on the bench fall for Charlie and invite him for dinner. The father returns home with a friend. Charlie rushes upstairs and dresses like a woman, shaving his mustache. Both men fall for Charlie.",/9Z7SrqIsb3ngLrlmpdDc63IGmH2.jpg,0,23,0,['The Essanay Film Manufacturing Company']
87300,['W.W. Young'],Viola Savoy,Herbert Rice,Harry Marks,"['Family', 'Fantasy']",Alice in Wonderland,1915-01-15,5.8,Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.,/6R12mA8mHhjcpo7V9OkMBU4Mnqd.jpg,0,59,0,['Nonpareil Feature Film Corp.']
86081,['Raoul Walsh'],Rockliffe Fellowes,Anna Q. Nilsson,William Sheer,"['Romance', 'Crime', 'Drama']",The Regeneration,1915-09-12,6.9,"At 10 years old, Owen becomes a ragged orphan when his mother dies. Abusive next-door neighbors the Conways take him in, and by 17, Owen has learned that might is right. At 25, he's a career gangster: loitering, gambling and drinking in dens of iniquity. Marie Deering arrives in Owen's area, eager to empower the impoverished, gang-affiliated youth through education. Owen slowly but surely leaves his old life behind, choosing the narrow path- all the while falling in love with Marie. Skinny, who's taken over Owen's role in the gang, reappears to him, spelling trouble.",/3FqcU11S951PqkQV9oynlCbtDjh.jpg,0,72,0,['Fox Film Corporation']
53405,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Leo White,['Comedy'],In the Park,1915-03-18,5.3,"A tramp steals a girl's handbag, but when he tries to pick Charlie's pocket loses his cigarettes and matches. He rescues a hot dog man from a thug, but takes a few with his walking stick. When the thief tries to take some of Charlie's sausages, Charlie gets the handbag. The handbag makes its way from person to person to its owner, who is angry with her boyfriend who didn't protect her in the first place. The boyfriend decides to throw himself in the lake in despair, so Charlie helps him out.",/nb8B2nYeJdaANIOhb1tcp2vEDIX.jpg,0,15,0,['The Essanay Film Manufacturing Company']
53407,['Gilbert M. Anderson'],Gilbert M. Anderson,Lee Willard,Marguerite Clayton,"['Crime', 'Drama']",His Regeneration,1915-05-07,4.1,"A rough criminal gets a second chance at life thanks to a kindly (and wealthy) lady saloon patron. But he hasn't gone straight yet, as he and a partner attempt to rob the home of a rich homeowner-- whose wife is asleep in the next room.",/5bl7fhaTO3tZTFomTEIZuml1NLr.jpg,0,15,0,['The Essanay Film Manufacturing Company']
3059,['D.W. Griffith'],Lillian Gish,Mae Marsh,Robert Harron,"['Drama', 'History']",Intolerance: Love's Struggle Throughout the Ages,1916-09-04,7.2,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",/lJCabs4TMOsKfnl0BmA5Hf16Ezb.jpg,8394751,197,4000000,"['Triangle Film Corporation', 'Wark Producing Corp.']"
2077,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,James T. Kelley,['Comedy'],The Rink,1916-12-04,6.8,"After amusements working in a restaurant, Charlie uses his lunch break to go roller skating.",/oaKKcsUChu117urmWBz9Os23Ad9.jpg,0,24,0,['Lone Star Corporation']
13707,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,['Comedy'],The Vagabond,1916-07-10,6.8,"A tramp tries to earn money by playing the violin, but he’s soon facing off against the jealous competition.",/nq0WhLVB1nPkTAJZwPhPqC9uUZV.jpg,0,24,0,['Lone Star Corporation']
53417,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Lloyd Bacon,['Comedy'],The Fireman,1916-06-12,6.4,Firefighter Charlie Chaplin is tricked into letting a house burn by an owner who wants to collect on the insurance.,/qv0Ztunygb0ubC8f0TlRLyL0W2R.jpg,0,26,0,['Lone Star Corporation']
53416,['Charlie Chaplin'],Charlie Chaplin,Eric Campbell,Edna Purviance,['Comedy'],The Floorwalker,1916-05-15,6.5,An impecunious customer creates chaos in a department store while the manager and his assistant plot to steal the money kept in the establishment's safe.,/s8sb9XlE0U3Ox8KIX2iGbTMKk5S.jpg,0,28,0,['Lone Star Corporation']
2078,['Charlie Chaplin'],Charlie Chaplin,Henry Bergman,Edna Purviance,['Comedy'],The Pawnshop,1916-10-02,6.7,"A pawnbroker's assistant deals with his grumpy boss, his annoying co-worker and some eccentric customers as he flirts with the pawnbroker's daughter, until a perfidious crook with bad intentions arrives at the pawnshop.",/gBKc0hxfrlLr2YQLnq16fzadusM.jpg,0,26,0,['Lone Star Corporation']
2079,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,['Comedy'],The Count,1916-09-04,6.3,"A tailor's apprentice burns Count Broko's clothes while ironing them and the tailor fires him. Later, the tailor discovers a note explaining that the count cannot attend a dance party, so he dresses as such to take his place; but the apprentice has also gone to the mansion where the party is celebrated and bumps into the tailor in disguise…",/trxdGbbNJrdByynYPdNrpILkCK3.jpg,0,24,0,['Lone Star Corporation']
53419,['Charlie Chaplin'],Charlie Chaplin,Eric Campbell,Edna Purviance,"['Comedy', 'Romance']",Behind the Screen,1916-11-13,6.5,"During the troubled shooting of several movies, David, the prop man's assistant, meets an aspiring actress who tries to find work in the studio. Things get messy when the stagehands decide to go on strike.",/u1AYvWE0JYjGjg7XCNAevkJZrMR.jpg,0,24,0,['Lone Star Corporation']
53418,['Charlie Chaplin'],Charlie Chaplin,Albert Austin,Unkown,['Comedy'],One A.M.,1916-08-07,6.8,A drunken homeowner has a difficult time getting about in his home after arriving home late at night.,/aHFGmGKZ43NhgrztKA8VqPtnd17.jpg,0,25,0,['Lone Star Corporation']
53414,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Wesley Ruggles,['Comedy'],Police,1916-05-27,6.4,Charlie is released from prison and immediately swindled by a fake parson. A fellow ex-convict convinces Charlie to help burglarize a house.,/Ao9V2glJ1BtLUy6RPTRxj4fxJIK.jpg,0,26,0,['The Essanay Film Manufacturing Company']
30266,['Stuart Paton'],Allen Holubar,Jane Gail,Howard Crampton,"['Adventure', 'Drama', 'Action', 'Science Fiction']","20,000 Leagues Under the Sea",1916-12-24,6.3,"Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.",/sv8LaZwJPMNUah2CurnOxmqlbS5.jpg,200000,105,8000000,['The Universal Film Mfg. Co.']
32598,['Cecil B. DeMille'],Geraldine Farrar,Raymond Hatton,Wallace Reid,"['History', 'Drama', 'Adventure']",Joan the Woman,1916-12-25,5.5,"A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc, whose story he relives.",/blIDLFaCsdGPGUXaOEptJ45nJ6F.jpg,0,138,0,['Paramount']
84772,['Charles Swickard'],William S. Hart,Clara Williams,Jack Standing,"['Western', 'Action', 'Romance']",Hell's Hinges,1916-03-05,6.2,"When Reverend Robert Henley and his sister Faith arrive in the town of Hell's Hinges, saloon owner Silk Miller and his cohorts sense danger to their evil ways. They hire gunman Blaze Tracy to run the minister out of town. But Blaze finds something in Faith Henley that turns him around, and soon Silk Miller and his compadres have Blaze to deal with.",/nBM2Y1JB8NK8mV8U89ZEozZxvpG.jpg,0,64,0,"['New York Motion Picture', 'Kay-Bee Pictures']"
56801,['Louis Feuillade'],René Cresté,Musidora,René Poyen,"['Adventure', 'Drama', 'Mystery', 'Thriller', 'Crime']",Judex,1916-12-16,6.9,"When an unscrupulous banker ruins his family, a young man swears to bring him to justice, so he adopts a new identity, the mysterious Judex, and ominously disguised and sunk into the muddy path of vengeance, punishes the crooks and protects the innocents. (Originally a twelve-part epic serial.)",/t01u9TqcExE6bEqiyMGsImyjRoZ.jpg,0,384,0,['Gaumont']
174585,['William S. Hart'],William S. Hart,Margery Wilson,Robert McKim,"['Western', 'Adventure', 'Action']",The Return of Draw Egan,1916-10-14,5.4,A small town marshal’s secret past as an outlaw comes back to haunt him when an old associate shows up and threatens to expose his former dark deeds.,/7MrBXHdYfMnnLj2TR13kW4pGDO3.jpg,0,52,0,"['New York Motion Picture', 'Kay-Bee Pictures']"
172445,['Paul Powell'],Douglas Fairbanks,Constance  Talmadge,Wilbur Higby,"['Romance', 'Comedy']",The Matrimaniac,1916-12-16,6.5,"A young couple attempts to elope, with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister, but before he can get himself and the minister onto the train, it leaves, carrying his bride-to- be away. Now the young man, minister in tow, pursues his bride while her father and a horde of lawmen pursue them both.",/4UGbI5ee4TdLFNTUNgVdH7C5rdJ.jpg,0,46,0,['Fine Arts Film Company']
148357,"['Phillips Smalley', 'Lois Weber']",Tyrone Power Sr.,Helen Riaume,Marie Walcamp,['Drama'],Where Are My Children?,1916-04-16,6.0,"Walton, the District Attorney, yearns to have children. Soon after defending an author on trial for publishing indecent literature, Walton discovers a secret his wife and her socialite friends have been hiding from him.",/uSVlcp0kIEhATg5BGhDnLRSAIL6.jpg,0,64,0,['Lois Weber Productions']
253740,['Victor Sjöström'],Victor Sjöström,Albin Lavén,Mathias Taube,"['Comedy', 'Crime', 'Drama']",Kiss of Death,1916-08-25,6.0,"After the respectable Dr. Monro was found dead, the housekeeper and two engineers testify in court. A case of commercial delinquency and bribery is reconstructed on that occasion. Sadly only about half the film exists today.",,0,60,0,['Svenska Biografteatern']
141926,['Giovanni Pastrone'],Pina Menichelli,Febo Mari,Felice Minotti,['Drama'],The Fire,1916-04-16,6.4,A film based on Gabriele D'Annunzio's novel The Flame. Pina Menichelli plays a vamp who ruins a painter's life just for the fun of it.,/u0mubjABFSJRnjs6k8lByVQXBEm.jpg,0,50,0,['Itala Film']
53735,['Hal Roach'],Harold Lloyd,Bebe Daniels,Harry 'Snub' Pollard,['Comedy'],"Luke, Rank Impersonator",1916-12-10,0.0,"Luke crashes a society affair, thereby livening things up.",/9aUJGo2wwaSP0UabiiSwrStQOUx.jpg,0,11,0,['Rolin Films']
47653,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,['Comedy'],The Immigrant,1917-06-17,7.3,An European immigrant endures a challenging voyage only to get into trouble as soon as he arrives in New York.,/f4xP9DvXKqpYKo0Fth5tKyZY8ej.jpg,0,24,0,['Lone Star Corporation']
47650,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,"['Comedy', 'Action']",Easy Street,1917-01-22,7.1,"A derelict, huddled under the steps of a missionary church, feels enlightened by the sermon of a passionate preacher and infatuated by the beauty of the congregation's pianist, in such a way that he tries to improve his life of poverty by becoming a policeman. His first assignment will be to patrol along Easy Street, the turf of a vicious bully and his criminal gang.",/uwtsC2t7vQdQa0fknuk6vbMlaac.jpg,0,26,0,['Lone Star Corporation']
53420,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,['Comedy'],The Cure,1917-04-16,6.8,An alcoholic checks into a health spa and his antics promptly throw the establishment into chaos.,/ky8fheImTrT2OLH8PajaH7b4nIb.jpg,0,31,0,['Lone Star Corporation']
31819,['Charlie Chaplin'],Charlie Chaplin,Edna Purviance,Eric Campbell,"['Comedy', 'Adventure']",The Adventurer,1917-10-22,6.9,"The daring convict no. 23, known as The Eel, escapes from prison and, after mocking his inept persecutors, saves the lives of three people in peril: a beautiful girl, her mother and an annoying suitor, only to get exhausted and almost drowned. Once he regains his strength at Judge Brown's home, he participates on an upper-class social party where he competes with the suitor for the favors of the charming Miss Brown. But prison guards are still after him…",/khSBh0dDnPsWel6P2zyZCQ2UnMp.jpg,0,26,0,['Lone Star Corporation']
51468,"[""Roscoe 'Fatty' Arbuckle""]",Roscoe 'Fatty' Arbuckle,Buster Keaton,Al St. John,['Comedy'],The Butcher Boy,1917-04-23,6.2,"Customers and clerks frolic in a general store. Roscoe walks out of the freezer wearing a fur coat, then does some clever cleaver tossing. In Buster's film debut he buys a pail of molasses.",/neQ5gCDFSxQoCSpyWOj56BsEbQp.jpg,0,24,0,['Comique Film Company']
