id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,release_date,vote_average,overview,poster_path,budget,runtime,revenue,production_companies
106030,['Georges Méliès'],Bleuette Bernon,Georges Méliès,Jehanne d'Alcy,"['Drama', 'History']",Joan of Arc,1900-08-06,6.9,A divinely inspired peasant woman becomes an army captain for France and then is martyred after she is captured.,/xiPqvgnBZlv9CzXUc2zeXnbihr.jpg,0,11,0,['Star-Film']
49280,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Comedy', 'Fantasy', 'Music']",The One-Man Band,1900-01-01,6.7,"A band-leader has arranged seven chairs for the members of his band. When he sits down in the first chair, a cymbal player appears in the same chair, then rises and sits in the next chair. As the cymbal player sits down, a drummer appears in the second chair, and then likewise moves on to the third chair. In this way, an entire band is soon formed, and is then ready to perform.",/tZbhkqZK9xKKlNDzJ1xFmFgUI2C.jpg,0,2,0,['Star Film Company']
144432,['J. Stuart Blackton'],J. Stuart Blackton,Unkown,Unkown,"['Animation', 'Comedy', 'Fantasy']",The Enchanted Drawing,1900-11-16,6.6,A cartoonist defies reality when he draws objects that become three-dimensional after he lifts them off his sketch pad.,/4VM68zns50r5jpmv2PiX6bsJlBU.jpg,0,2,0,['Edison Studios']
179236,['George Albert Smith'],Harold Smith,Unkown,Unkown,['Drama'],Grandma's Reading Glass,1900-11-01,6.4,"A child borrows his grandmother's magnifying glass to look at a newspaper ad for Bovril, at a watch, and then at a bird. The child shows grandma what he is doing. The child looks next at grandma's eye, then at a kitten.",/iKHANQ7nwKwdCqxN0bSzvWludPo.jpg,0,1,0,['George Albert Smith Films']
195647,['Gabriel Veyre'],Unkown,Unkown,Unkown,['Documentary'],Le village de Namo - Panorama pris d'une chaise à porteurs,1900-01-25,6.1,"The film is a panorama shot-scene lasting just under a minute. The panorama film, as coined by Lumière, is a moving-camera shot--usually accomplished by placing the camera on a moving transport, such as a boat or train.",/vRduQJsUlPBuQAgndDz3cmj7wyJ.jpg,0,1,0,['Lumière']
179235,['George Albert Smith'],Laura Bayley,Tom Green,Unkown,"['Romance', 'Comedy']",Let Me Dream Again,1900-08-01,5.8,"Possibly the first film to utilize the technique of focus pulling. A man kisses a beautiful and lively woman, then the image blurs and dissolves into a clear image of the man waking up to his nagging wife.",,0,1,0,['George Albert Smith Films']
106806,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Fantasy'],The Christmas Dream,1900-08-08,5.3,"The entire story of Christmastide is here depicted. The scene opens in a large boudoir of an apparently wealthy man's home. His children, assisted by their governess, are about to retire. Before lying down they hang up their stockings on the edge of the bed. The picture changes and night appears. We see the housetops of the town and angels are flying about depositing packages in each of the chimneys. (Edison Catalog)",/9lyYATrYIo8RfbcadyvpnRt4J1A.jpg,0,4,0,['Star-Film']
195552,['James H. White'],Unkown,Unkown,Unkown,[],Naval Apprentices at Sail Drill on Historic Ship 'Constellation',1900-05-21,4.0,"This picture opens with the young cadets climbing the rigging and going through the sail drill on board the famous historic ship ""Constellation."" Loosing sail to buntline, making sail, shortening sail and furling; also loose sail to bowline. This picture is absolutely perfect photographically; also very thrilling, and makes a most interesting subject.",,0,2,0,[]
106815,['Georges Méliès'],Unkown,Unkown,Unkown,['Comedy'],How He Missed His Train,1900-01-01,5.5,A man misses his train due to his clothes turning into other types of clothes.,,0,1,0,"['Star-Film', 'Georges Méliès']"
105303,['Cecil M. Hepworth'],Cecil M. Hepworth,Henry Lawley,Unkown,['Comedy'],Explosion of a Motor Car,1900-07-01,6.1,An early trick film where a car explodes and body parts fall from the sky. A policeman witnesses and attempts to piece the remains back together.,/t9GjMnb6q6v6KxJbrsOzS4vO6Fa.jpg,0,1,0,['Hepworth']
195620,['Arthur Marvin'],Unkown,Unkown,Unkown,"['Crime', 'Fantasy', 'Mystery']",Sherlock Holmes Baffled,1900-05-21,5.1,"Sherlock Holmes enters his drawing room to find it being burgled, but on confronting the villain is surprised when the latter disappears.",/sOZnifLOZOhOcVgqGSFp0cKYYXW.jpg,0,1,0,[]
106808,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Comedy', 'Fantasy']",A Fantastical Meal,1900-01-01,5.9,A family sits down to enjoy a meal that ends up being fraught with complications.,,0,1,0,['Star-Film']
106807,['Georges Méliès'],Jehanne d'Alcy,Georges Méliès,Unkown,"['Comedy', 'Fantasy']",The Fat and Lean Wrestling Match,1900-01-01,6.6,A series of fantastical wrestling matches.,/fbgHodOVPfbsUXUN8TJCsH3qiB0.jpg,0,2,0,['Star-Film']
154171,['George Albert Smith'],Unkown,Unkown,Unkown,['Comedy'],As Seen Through a Telescope,1900-09-01,5.4,An elderly gentleman in a silk hat sits on a stool in front of a store on the main street of town. He has a telescope that focuses on the ankle of a young woman who is a short distance away. Her husband catches the gent looking. What will the two men do now?,/uk080khhWpTJLvq759J2vlo5bXh.jpg,0,1,0,['George Albert Smith Films']
195557,['James H. White'],Unkown,Unkown,Unkown,['Documentary'],Panorama of Eiffel Tower,1900-01-01,5.4,"“Showing the entire height of this wonderful structure from the base of the dome and return, with the great Paris Exposition in the background, looking down Champs de Mars. A most realistic picture.” According to Edison film historian Charles Musser, this film features the first camera tilt among the company's surviving oeuvre.",,0,1,0,['Edison Studios']
195606,['Edwin S. Porter'],Unkown,Unkown,Unkown,"['Fantasy', 'Horror']",Faust and Marguerite,1900-05-21,3.7,"Marguerite is seated in front of the fireplace, Faust standing by her side. Mephistopheles enters and offers his sword to Faust, commanding him to behead the fair Marguerite. Faust refuses, whereupon Mephistopheles draws the sword across the throat of the lady and she suddenly disappears and Faust is seated in her place.",,0,1,0,['Edison Studios']
106038,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Fantasy'],The Magic Book,1900-01-01,6.1,Characters from a large magic book come to life.,/1jbZujeJNBr9SkE16ERhi0nljjV.jpg,0,2,0,['Star Film Company']
106024,['Georges Méliès'],Unkown,Unkown,Unkown,['Comedy'],Addition and Subtraction,1900-01-01,5.7,"A magician performs tricks involving three women, who are sometimes merged together into one corpulent female.",,0,1,0,['Star-Film']
119976,['Alice Guy-Blaché'],Miss Lally,Miss Julyett,Unkown,['Music'],At the Floral Ball,1900-01-01,4.7,"A turn-of-the-last-century hand-tinted short, which features two women, Miss Lally and Miss Julyett, dancing at a ball. By the legendary French filmmaker Alice Guy.",/wjTb31aDvldzKMjKZOwXgQEMt8q.jpg,0,2,0,['Gaumont']
119968,['Alice Guy-Blaché'],Henri Vallouy,Unkown,Unkown,['Comedy'],Automated Hat-Maker and Sausage-Grinder,1900-01-01,5.8,A machine churns out sausages on one side and spits out hats on the other.,,0,1,0,['Gaumont']
49279,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Comedy', 'Fantasy']",The Man with the Rubber Head,1901-01-01,7.2,A chemist carries out a bizarre experiment with his own head.,/yiqdrTcFSHzGMkKGk6huo6w0gin.jpg,0,3,0,['Star Film Company']
96035,['James Williamson'],Sam Dalton,Unkown,Unkown,['Comedy'],The Big Swallow,1901-10-15,6.4,"A man, objecting to being filmed, comes closer and closer to the camera lens until his mouth is all we see. Then he opens wide and swallows camera and cinematographer. He steps back, chews, and grins.",/xBcai37vavGLEYQ8B1TSvO6pl9m.jpg,0,1,0,['Williamson Kinematograph Company']
49275,['Georges Méliès'],Georges Méliès,Jehanne d'Alcy,Bleuette Bernon,"['Drama', 'Horror', 'Fantasy']",Bluebeard,1901-01-01,6.2,"A young woman becomes the eighth wife of the wealthy Bluebeard, whose first seven wives have died under mysterious circumstances.",/7ai7fTnLND23IvprYEjhN4FUmRz.jpg,0,10,0,['Star-Film']
190615,['Edwin S. Porter'],Unkown,Unkown,Unkown,"['Drama', 'History']",Execution of Czolgosz with Panorama of Auburn Prison,1901-11-16,4.1,"This early docudrama shows Auburn Prison and recreates the electrocution of Leon Czolgosz, the assassin of President McKinley of the United States.",/ttKBXCXaZaWRWVe6ZH3ecPALW4A.jpg,0,4,0,['Edison Studios']
171430,['Ferdinand Zecca'],Jean Liézer,Bretteau,Ferdinand Zecca,"['Drama', 'Crime']",History of a Crime,1901-04-30,5.8,A convicted criminal dreams about his past the night before his execution.,/9ga5LMkPfTM8MpITi2FPwEUkfZB.jpg,0,5,0,['Pathé Frères']
179000,['Robert W. Paul'],Unkown,Unkown,Unkown,['Comedy'],The Countryman and the Cinematograph,1901-01-01,5.3,"A satire on the way that audiences unaccustomed to the cinema didn't know how to react to the moving images on a screen - in this film, an unsophisticated (and stereotypical) country yokel is alternately baffled and terrified, in the latter case by the apparent approach of a steam train.",/plb7LmFW3XZipZsk82p34CRRx85.jpg,0,1,0,"['Robert W. Paul', ""Paul's Animatograph Works""]"
107269,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Fantasy', 'Comedy']",The Prince of Magicians,1901-01-01,6.0,"A magician does tricks with the aid of his assistant, the Human Pump.",/wmY970rdWRArvgEyOXZf8wntC1z.jpg,0,2,0,['Star Film Company']
179038,['James Williamson'],Unkown,Unkown,Unkown,"['Action', 'Drama']",Fire!,1901-10-15,5.8,"Firefighters ring for help, and here comes the ladder cart; they hitch a horse to it. A second horse-drawn truck joins the first, and they head down the street to a house fire. Inside a man sleeps, he awakes amidst flames and throws himself back on the bed. In comes a firefighter, hosing down the blaze. He carries out the victim, down a ladder to safety. Other firefighters enter the house to save belongings, and out comes one with a baby. The saved man rejoices, but it's not over yet.",/u9VONkr7FFGPQO3FO7vRjKiO3Rv.jpg,0,5,0,['Williamson Kinematograph Company']
231760,[],Buffalo Bill Cody,Unkown,Unkown,['Documentary'],Buffalo Bill's Wild West Parade,1901-04-01,5.0,"The film shows a parade down Fifth Avenue, New York. In the foreground many children, both black and white, can be seen following alongside the parade. The participants in the parade include cowboys, Indians, and soldiers in the uniform of the United States Cavalry on horseback and riding horse-drawn coaches. Buffalo Bill can be seen on horseback, lifting his hat to the crowd. Filmed on 1 April 1901.",/wGeWZ3MJiiD3O3SeRlvC1b0WyDN.jpg,0,2,0,[]
144139,"['Edwin S. Porter', 'George S. Fleming']",A.C. Abadie,Florence Georgie,Unkown,"['Documentary', 'Comedy']","What Happened on Twenty-Third Street, New York City",1901-07-31,5.6,"A street level view from the sidewalk, looking along the length of 23rd Street. Following actuality footage of pedestrians and street traffic, the actors, a man in summer attire and a woman in an ankle-length dress, walk toward the camera.",/zM0WeTWKS01Vvr0QYliFSS0Rc1v.jpg,0,1,0,['Edison Studios']
162853,"['Edwin S. Porter', 'James Blair Smith']",Unkown,Unkown,Unkown,[],Pan-American Exposition by Night,1901-10-18,5.7,"A great feature of the Pan-American Exposition, as unanimously conceded by all visitors, was the electric illumination of the Exposition grounds at night. After a great deal of experimenting and patience, we succeeded in securing an excellent picture of the buildings at the Pan-American as they appeared when lighted up at night.",/qaMBoZ7csXh9YS6A1tAKH10IyOq.jpg,0,1,0,[]
107273,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Fantasy', 'Comedy']",The Dwarf and the Giant,1901-01-01,5.5,A magician explores two halves of his self: The Dwarf and the Giant.,,0,1,0,"['Star-Film', 'Georges Méliès']"
128352,['Walter R. Booth'],Daniel Smith,Unkown,Unkown,"['Drama', 'Fantasy']",Scrooge; or Marley's Ghost,1901-11-01,5.4,"Filmed in 35mm and in black and white, this short silent film was produced by the English film pioneer R. W. Paul, and directed by Walter R. Booth and was filmed at Paul's Animatograph Works. It was released in November 1901. As was common in cinema's early days, the filmmakers chose to adapt an already well-known story, in this case A Christmas Carol by Charles Dickens, in the belief that the audience's familiarity with the story would result in the need for fewer intertitles. It was presented in 'Twelve Tableaux' or scenes. The film contains the first use of intertitles in a film.",/rRV8szmFfCU3YSrAd2A8C3UIIfB.jpg,0,6,0,"[""Paul's Animatograph Works""]"
107258,['Georges Méliès'],André Deed,Unkown,Unkown,"['Comedy', 'Fantasy']",An Extraordinary Dislocation,1901-01-01,6.0,A clown performs various feats of magic based on his ability to detach and reattach different parts of his body.,,0,2,0,['Star-Film']
183603,['Walter R. Booth'],Unkown,Unkown,Unkown,"['Drama', 'Fantasy']",The Waif and the Wizard,1901-09-01,6.5,"The Waif and the Wizard features the same young man who appeared in Undressing Extraordinary (and who might be early filmmaker Walter Booth). It's another early example of a two-shot film along the lines of Paul's earlier film Come Along Do!. The young man plays a magician who, after completing his act, agrees to go home with the young boy from the audience who helped him perform his tricks. At the boy's home he finds a sick sister and a worried mother being threatened with eviction by her landlord.",,0,2,0,['Robert W. Paul']
195690,[],Unkown,Unkown,Unkown,['Documentary'],Salford v Batley,1901-05-21,5.0,English sports footage from 1901.,,0,4,0,['Mitchell & Kenyon']
195681,[],Unkown,Unkown,Unkown,[],Lord Roberts' Visit to Manchester,1901-05-21,5.0,"This is a news actuality film of the former Commander in Chief of the Boer War, Lord Roberts, visiting Manchester to much hoopla.",/ilsFouozSuCdKhMgzL711J0e3Bg.jpg,0,3,0,['Mitchell & Kenyon']
195669,['Edwin S. Porter'],Unkown,Unkown,Unkown,[],The Tramp's Unexpected Skate,1901-05-21,5.3,"Shows a tramp asleep. Two mischievous boys appear on roller skates. One removes his skates and they strap them to the feet of ""Weary Willie."" They then wake him...",,0,1,0,[]
190624,[],Unkown,Unkown,Unkown,[],Morecambe Church Lads' Brigade at Drill,1901-07-03,4.5,Larking about during Church Lads' Brigade drill and parade in Morecambe.,,0,2,0,['Mitchell & Kenyon']
185219,['Ferdinand Zecca'],Unkown,Unkown,Unkown,"['Romance', 'Comedy']",Dream and Reality,1901-01-01,4.8,"A well-dressed, middle-aged man is enjoying a drink at a table with a pretty young woman. He flirts with her, and she seems not to mind his attentions. But is it all too good to be true?",/vs9hK96AwP6ZwJvBOz64sGv369G.jpg,0,1,0,['Pathé Frères']
775,['Georges Méliès'],Georges Méliès,Bleuette Bernon,Victor André,"['Adventure', 'Science Fiction']",A Trip to the Moon,1902-04-17,8.0,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",/9o0v5LLFk51nyTBHZSre6OB37n2.jpg,5985,15,0,['Star-Film']
190659,['Georges Méliès'],Unkown,Unkown,Unkown,[],"The Terrible Eruption of Mount Pelee and Destruction of St. Pierre, Martinique",1902-10-23,5.2,"This picture depicts the eruption of the volcano by which over 30,000 souls were hurled into eternity. The numerous explosions which took place during the eruption are plain to be seen. Thousands upon thousands of tons of molten lava, sand, rocks and steam are thrown high in the air and descend with crushing force upon the unfortunate inhabitants of the doomed city of St. Pierre. This is the worst calamity which occurred since a similar eruption by Mt. Vesuvius when Pompeii was destroyed. (Lubin Catalog)",/4LTKTW4CqFIniaRFwvGF9hXhW9F.jpg,0,2,0,['Star-Film']
147553,['Edwin S. Porter'],Charles Manley,Unkown,Unkown,['Comedy'],Uncle Josh at the Moving Picture Show,1902-02-01,5.6,Country rube thinks what he sees on the movie screen is real. He jumps out of his seat to try to stop a kissing scene.,/5RS5Zu9rP7DOgBKrkLrclWFEIlZ.jpg,0,2,0,['Edison Studios']
137388,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Adventure'],Robinson Crusoe,1902-01-01,5.5,"Georges Méliès adaptation of Robinson Crusoe, the first film adaptation of the story. Filmed in black & white, Méliès would then paint the film by hand to colour it. Originally a 15 minute film,  twelve and a half minutes of painted film have been found and have been restored.",/nQJSJGYG1ALZP9Hlw21ZijHUWhX.jpg,0,12,0,['Star-Film']
108292,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Fantasy'],Gulliver's Travels Among the Lilliputians and the Giants,1902-01-01,6.1,"Georges Méliès' adaptation of Jonathan Swift's ""Gulliver's Travels"" is most distinguished, today, for being a color film of the classic story. Color was rare in 1902 (and many years after) as non-tinted color has to be hand painted on the film; this was an arduous task. Also notable is the film's short running time of approximately five minutes. Much of the original work is not covered, but viewers were expected to be familiar with the story, and enjoy the filmed highlights. There are a couple of scenes missing; according to contemporary reports, Gulliver's shipwreck was certainly included. You can do a lot in a few minutes, as Mr. Méliès includes a re-make of his own ""Une partie de cartes"" (1896), which already looked like something previously covered by the Lumière Brothers.",/e1FUCmz8LtPNzFQ6zzeOBvBYjuk.jpg,0,4,0,"['Star-Film', 'Georges Méliès']"
820035,['Jan Kříženecký'],Alois Charvát,Unkown,Unkown,['Comedy'],To nejlepší číslo,1902-10-06,0.0,,,0,1,0,[]
353185,['Ferdinand Zecca'],Unkown,Unkown,Unkown,['Fantasy'],The Fairy of the Black Rocks,1902-01-01,4.0,A man encounters fairies.,/6ALIVOJrtX8YsXeEazXMm9UnKQ2.jpg,0,3,0,['Pathé Frères']
195898,[],Unkown,Unkown,Unkown,[],Arrival of VIPs for Official Opening of Cork Exhibition,1902-05-22,4.0,A film from the UK based Mitchell &amp; Kenyon.,,0,1,0,[]
195871,[],Unkown,Unkown,Unkown,[],Crews Practicing on River Lee at Cork Regatta,1902-05-22,0.0,A film from the UK based Mitchell & Kenyon.,,0,2,0,[]
195549,['Peter Elfelt'],Unkown,Unkown,Unkown,[],Undressing scene 'summer joys',1902-06-04,0.0,A film by Peter Elfelt.,,0,1,0,[]
144436,"['Edwin S. Porter', 'George S. Fleming']",Thomas White,James H. White,Unkown,"['Adventure', 'Family', 'Fantasy']",Jack and the Beanstalk,1902-07-15,6.0,"Porter's sequential continuity editing links several shots to form a narrative of the famous fairy tale story of Jack and his magic beanstalk. Borrowing on cinematographic methods reminiscent of 'Georges Melies' , Porter uses animation, double exposure, and trick photography to illustrate the fairy's apparitions, Jack's dream, and the fast growing beanstalk.",/foCZDVtHaclpIkXj1ux3G2L4C0l.jpg,0,10,0,['Edison Studios']
108269,['Georges Méliès'],Unkown,Unkown,Unkown,"['Fantasy', 'Comedy']",The Microscopic Dancer,1902-01-01,5.3,"“This is an absolutely new and extraordinary subject. A juggler takes in succession about a dozen eggs out of his servant's mouth. He breaks all the eggs into a hat, and after having beaten them up after the manner of a cook, he extracts an egg as large as the hat itself. As soon as he sets this egg on the table there appears a tiny dancing girl, full of life, as big as a baby's doll, and who performs on the table some beautiful stage dances. All of a sudden she increases to the size of a ordinary woman, and jumping on the floor she delights the audience with her turns. The juggler and the dancing girl disappear in the most extraordinary way.” (Méliès Catalog)",/lC4Tib7qKpDnMmF35kEfLpgJ1X2.jpg,0,2,0,"['Star-Film', 'Georges Méliès']"
722413,['Kazimierz Prószyński'],Unkown,Unkown,Unkown,['Documentary'],Street Traffic in Front of Mickiewicz’s Monument,1902-03-01,1.0,Lost film by Kazimierz Prószyński. The film presented about street traffic in front of Mickiewicz’s monument in Warsaw.,,0,1,0,['Towarzystwo Udziałowe Pleograf']
427504,[],Unkown,Unkown,Unkown,['Comedy'],Cambrioleurs modernes,1902-11-24,5.0,A comic cops-and-robbers chase.,/yuDSWY5YkwtpYPRf7aBVBRw2oah.jpg,0,4,0,['Pathé']
108289,['Georges Méliès'],Georges Méliès,Unkown,Unkown,[],An Impossible Balancing Feat,1902-01-01,5.4,A magician along with three doppelgangers perform an elaborate balancing act.,/qZILq1jPvFpbbMnt4em8nCCxJxD.jpg,0,1,0,['Star Film Company']
108273,['Georges Méliès'],Unkown,Unkown,Unkown,"['Comedy', 'Fantasy']",The Magician and the Imp,1902-01-01,4.8,"The magician appears upon the stage with an imp as his assistant. The imp holds a piece of cloth in his hand. At the command of the magician the cloth is suddenly transformed into a beautiful girl, clad in tights. A barrel is then introduced and the girl enters one end.",/w1phuZcA5xTBVoIkqI1MAIsW0MD.jpg,0,1,0,"['Star-Film', 'Georges Méliès']"
119979,['Alice Guy-Blaché'],Germaine Serand,Yvonne Serand,Unkown,['Fantasy'],Midwife to the Upper Class,1902-01-01,4.6,A wonderful midwife helps a rich couple pick out a baby from her cabbage patch.,/xcV3dHuHBY5lSMzkVjW3OK67cyY.jpg,0,4,0,['Gaumont']
119980,['Alice Guy-Blaché'],Unkown,Unkown,Unkown,['Comedy'],An Untimely Intrusion,1902-01-01,4.1,A fighting couple gets interrupted by the landlady.,,0,1,0,['Gaumont']
119982,['Alice Guy-Blaché'],Unkown,Unkown,Unkown,['Comedy'],Miss Dundee and Her Performing Dogs,1902-01-01,5.0,A woman shows off her trained dogs.,/e5H17ouR9T3S3O93kQ0uad6U96j.jpg,0,5,0,['Gaumont']
196124,['Ferdinand Zecca'],Unkown,Unkown,Unkown,['Drama'],Alcohol and Its Victims,1902-05-22,4.9,A happy family is brought to ruin when the father starts drinking.,/okJhcwyatf97GmpkFQlqHG8Q9lS.jpg,0,6,0,['Pathé Frères']
119744,"['Ferdinand Zecca', 'Lucien Nonguet']",Madame Moreau,Monsieur Moreau,Unkown,"['Drama', 'History']",The Life and Passion of Jesus Christ,1903-05-15,6.3,"The story of Jesus Christ, from the proclamation of his Nativity to his Ascension into heaven. Impressive staging and beautiful hand-coloring distinguish the film from its Passion-play counterparts; Its scale and dynamic crowds prelude the Italian epics to come.",/9UROv3slxYQUmBfkgbfczEan8Vi.jpg,0,44,0,['Pathé Frères']
5698,['Edwin S. Porter'],Gilbert M. Anderson,John Manus Dougherty Sr.,Frank Hanaway,"['Crime', 'Action', 'Western']",The Great Train Robbery,1903-12-07,7.0,"After the train station clerk is assaulted and left bound and gagged, then the departing train and its passengers robbed, a posse goes in hot pursuit of the fleeing bandits.",/vEYr1sJR1dOFGXwXawpBN6hDRGF.jpg,150,12,0,['Edison Studios']
41278,"['Cecil M. Hepworth', 'Percy Stow']",May Clark,Cecil M. Hepworth,Mrs. Hepworth,"['Fantasy', 'Family']",Alice in Wonderland,1903-10-17,6.1,"This is the first movie version of the famous story. Alice dozes in a garden, awakened by a dithering white rabbit in waistcoat with pocket watch. She follows him down a hole and finds herself in a hall of many doors.",/gEgsAWaOC1Emw8eCd2ckKS23uZg.jpg,0,9,0,['Hepworth']
44341,"['Edwin S. Porter', 'George S. Fleming']",Vivian Vaughan,James H. White,Arthur White,['Action'],Life of an American Fireman,1903-01-21,6.1,"Porter's sequential continuity editing links several shots to form a narrative of firemen responding to a house fire. They leave the station with their horse drawn pumper, arrive on the scene, and effect the safe rescue of a woman from the burning house. But wait, she tells them of her child yet asleep in the burning bedroom...",/fEGJ6hwsjwB844f9CMRjzHjZF0P.jpg,0,6,0,['Edison Studios']
16465,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Fantasy', 'Horror']",The Infernal Cauldron,1903-10-17,6.2,A green-skinned demon places a woman and two courtiers into a flaming cauldron.,/i9P9pTPMaMCMRv2XwbAh06iladt.jpg,0,2,0,['Star-Film']
32673,['Georges Méliès'],Georges Méliès,Marguerite Thévenard,Bleuette Bernon,"['Adventure', 'Fantasy']",The Kingdom of the Fairies,1903-09-01,6.8,"At the royal court, a prince is presenting the princess whom he is pledged to marry when a witch suddenly appears. Though driven off, the witch soon returns, summons some of her servants, and carries off the princess. A rescue party is quickly organized, but the unfortunate captive has been taken to a strange, forbidding realm, from where it will be impossible to rescue her without some special help.",/MgxM4zp5pCKHe8sDFVygb696xK.jpg,0,17,0,['Star-Film']
49273,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Comedy', 'Music']",The Melomaniac,1903-08-15,6.6,The leader of a marching band demonstrates an unusual way of writing music.,/1SHxCFEfROhpnfzXm4OBkhehAqM.jpg,0,3,0,"['Star-Film', 'Georges Méliès']"
144464,['Edwin S. Porter'],Carl Goliath,Topsy,Unkown,['Documentary'],Electrocuting an Elephant,1903-01-12,2.7,"This is a film taken of the execution of Topsy, an elephant employed to help build Luna Park on Coney Island.",/qHvPuoI3T0kTNBHUNLF5AUMLbzp.jpg,0,1,0,['Edison Studios']
114143,['Georges Méliès'],Unkown,Unkown,Unkown,"['Fantasy', 'Comedy']",The Inn Where No Man Rests,1903-01-01,5.7,"A traveller is shown to a room in an inn. After a brief dispute with the hostess and a porter, he is left to himself. But strange things begin to happen in his room, and before long he has created a disturbance that has everyone running to his room to find out what is going on.",/3IsRtsQdwb45h4GQFptqTQKYTlO.jpg,0,5,0,"['Georges Méliès', 'Star-Film']"
148547,['Edwin S. Porter'],Unkown,Unkown,Unkown,[],Uncle Tom's Cabin,1903-07-30,4.7,"Based on the novel by Harriet Beecher Stowe: Eliza, a slave who has a young child, pleads with Tom, another slave, to escape with her. Tom does not leave, but Eliza flees with her child. After getting some help to escape the slave traders who are looking for her, she then must try to cross the icy Ohio River if she wants to be free. Meanwhile, Tom is sold from one master to another, and his fortunes vary widely.",/oUqOUzjVu7XIShxP4kX4jLeL1sV.jpg,0,19,0,['Edison Studios']
96701,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Fantasy', 'Comedy']",The Infernal Cakewalk,1903-06-12,5.5,"Pluto, having seen the earth, comes back home amazed at the success of that well-known dance, the ""cake-walk."" He has brought back with him two noted well-known dancers, who start their favorite dance amidst the flames.",/8tyeCWZhCWrub5nOuTMG90xJ44c.jpg,0,5,0,['Star-Film']
143801,['George Albert Smith'],Unkown,Unkown,Unkown,['Drama'],The Sick Kitten,1903-12-31,5.8,"A simple scene of two rather flamboyantly-dressed Edwardian children attempting to feed a spoonful of medicine to a sick kitten. The film is important for being one of the earliest films to cut to a close-up, then back again to the same medium shot as before.",/kdl19nrfqTxHRvlJM8ZN9V3wern.jpg,0,1,0,"['George Albert Smith Films', 'G.A.S. Films']"
190694,['Georges Méliès'],Unkown,Unkown,Unkown,[],Ten Ladies in an Umbrella,1903-11-07,5.9,"The scene is similar to that seen at Coney Island, where a number of shows are constantly going on.",/iju1j3UewkXjGRb234DyOtHZiXd.jpg,0,3,0,['Star Film Company']
131933,['Edwin S. Porter'],Edward Boulden,Unkown,Unkown,"['Comedy', 'Romance']",The Gay Shoe Clerk,1903-08-12,5.4,"A woman being fitted for shoes exposes her ankle to the shoe clerk, who is intrigued. He kisses her, but her chaperone hits him with her umbrella.",/qgddajNhFfH2d1AMKIa4Bm3gP5a.jpg,0,1,0,['Edison Studios']
195945,['Georges Méliès'],Georges Méliès,Jehanne d'Alcy,Unkown,[],"Alcofribas, The Master Magician",1903-11-22,5.1,Two men in a cave perform magic.,/cp2g0RxgbaweRSQxQ2JW8LVuISs.jpg,0,4,0,['Star Film Company']
44449,['Georges Méliès'],Georges Méliès,Unkown,Unkown,"['Fantasy', 'Horror']",The Monster,1903-08-14,5.9,An Egyptian prince has lost his beloved wife and he has sought a dervish who dwells at the base of the sphinx.,/jaZITBUrnhOCMgax5w5SJAffsDP.jpg,0,2,0,['Star Film Company']
132377,['George Albert Smith'],Laura Bayley,Unkown,Unkown,['Comedy'],Mary Jane's Mishap,1903-02-28,5.9,"Mary Jane tries to light the oven. When she's unsuccessful, she plays around, getting black boot polish on her face. She mugs before a mirror. Then, it's back to work. When the stove still won't light, she pours in paraffin, winks at the camera, and lights a match. Kaboom! Is there any rest for the foolish, even in the grave?",/lrQ3QVVmyCeiJEm2QnV39TnQurU.jpg,0,4,0,['G.A.S. Films']
190690,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Fantasy'],The Prolific Magical Egg,1903-01-31,5.4,"A human skeleton is placed upon a table by an attendant. When the attendant leaves the room the skeleton begins kicking his legs and throwing his arms about and suddenly turns into a magician. The magician produces an egg, performing several sleight-of-hand tricks, and places it upon the table with the small end downward. He then crudely draws a human face upon the shell, and the egg immediately begins growing larger and larger until it reaches the size of a normal head.",/yenWXigsl8aQefLZpo2UsXME1k7.jpg,0,2,0,"['Star-Film', 'Georges Méliès']"
147746,['Georges Méliès'],Georges Méliès,Unkown,Unkown,['Fantasy'],The Magic Lantern,1903-01-01,5.8,"Two impish clowns construct a magic lantern. They prop it up at an angle, and use it to project pictures onto a wall. When the picture show ends, they open up the lantern to reveal a group of dancing girls inside - and this is only the first of the indications that this lantern really is magical.",,0,5,0,"['Star-Film', 'Georges Méliès']"
