,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
0,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Music,the one-man band,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Music
1,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Animation Comedy Fantasy,the enchanted drawing,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Animation Comedy Fantasy
2,George Albert Smith,Harold Smith,Unkown,Unkown,Drama,grandma's reading glass,Harold Smith Unkown Unkown George Albert Smith Drama
3,Georges Méliès,Georges Méliès,Unkown,Unkown,,the triple conjurer and the living head,Georges Méliès Unkown Unkown Georges Méliès 
4,James Williamson,Mr. James,Mr. Lepard,Florence Williamson,Action Drama History War,attack on a china mission,Mr. James Mr. Lepard Florence Williamson James Williamson Action Drama History War
5,Georges Méliès,Bleuette Bernon,Georges Méliès,Jehanne d'Alcy,Drama History,joan of arc,Bleuette Bernon Georges Méliès Jehanne d'Alcy Georges Méliès Drama History
6,Arthur Marvin,Unkown,Unkown,Unkown,Crime Fantasy Mystery,sherlock holmes baffled,Unkown Unkown Unkown Arthur Marvin Crime Fantasy Mystery
7,Alice Guy-Blaché,Henri Vallouy,Unkown,Unkown,Comedy,automated hat-maker and sausage-grinder,Henri Vallouy Unkown Unkown Alice Guy-Blaché Comedy
8,Cecil M. Hepworth,Cecil M. Hepworth,Henry Lawley,Unkown,Comedy,explosion of a motor car,Cecil M. Hepworth Henry Lawley Unkown Cecil M. Hepworth Comedy
9,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,going to bed under difficulties,Georges Méliès Unkown Unkown Georges Méliès Comedy
10,George Albert Smith,Laura Bayley,Tom Green,Unkown,Romance Comedy,let me dream again,Laura Bayley Tom Green Unkown George Albert Smith Romance Comedy
11,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the magic book,Georges Méliès Unkown Unkown Georges Méliès Fantasy
12,Georges Méliès,Jehanne d'Alcy,Georges Méliès,Unkown,Comedy Fantasy,the fat and lean wrestling match,Jehanne d'Alcy Georges Méliès Unkown Georges Méliès Comedy Fantasy
13,Georges Méliès,Unkown,Unkown,Unkown,Comedy,how he missed his train,Unkown Unkown Unkown Georges Méliès Comedy
14,James H. White,Unkown,Unkown,Unkown,Documentary,scene from the elevator ascending eiffel tower,Unkown Unkown Unkown James H. White Documentary
15,Georges Méliès,Georges Méliès,Unkown,Unkown,,the artist and the dummy,Georges Méliès Unkown Unkown Georges Méliès 
16,Alice Guy-Blaché,Miss Lally,Miss Julyett,Unkown,Music,at the floral ball,Miss Lally Miss Julyett Unkown Alice Guy-Blaché Music
17,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the rajah's dream or the bewitched wood,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
18,Georges Méliès,Unkown,Unkown,Unkown,Comedy,the doctor and the monkey,Unkown Unkown Unkown Georges Méliès Comedy
19,Félix Mesguich,Unkown,Unkown,Unkown,,arles : farandoleurs dans les arènes,Unkown Unkown Unkown Félix Mesguich 
20,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the man with the rubber head,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
21,James Williamson,Sam Dalton,Unkown,Unkown,Comedy,the big swallow,Sam Dalton Unkown Unkown James Williamson Comedy
22,Georges Méliès,Georges Méliès,Jehanne d'Alcy,Bleuette Bernon,Drama Horror Fantasy,bluebeard,Georges Méliès Jehanne d'Alcy Bleuette Bernon Georges Méliès Drama Horror Fantasy
23,Edwin S. Porter,A.C. Abadie,Florence Georgie,Unkown,Documentary Comedy,"what happened on twenty-third street, new york city",A.C. Abadie Florence Georgie Unkown Edwin S. Porter Documentary Comedy
24,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the prince of magicians,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
25,Frederick S. Armitage,Unkown,Unkown,Unkown,Documentary,demolishing and building up the star theatre,Unkown Unkown Unkown Frederick S. Armitage Documentary
26,Georges Méliès,Unkown,Unkown,Unkown,,the brahmin and the butterfly,Unkown Unkown Unkown Georges Méliès 
27,James Williamson,Unkown,Unkown,Unkown,Action Drama,fire!,Unkown Unkown Unkown James Williamson Action Drama
28,Thomas A. Edison,William McKinley,Melville Fuller,George Dewey,Documentary,president mckinley taking the oath,William McKinley Melville Fuller George Dewey Thomas A. Edison Documentary
29,J. Stuart Blackton,James J. Jeffries,Unkown,Unkown,Documentary,jeffries skipping the rope,James J. Jeffries Unkown Unkown J. Stuart Blackton Documentary
30,Edwin S. Porter,Unkown,Unkown,Unkown,,the reversible divers,Unkown Unkown Unkown Edwin S. Porter 
31,J. Stuart Blackton,Unkown,Unkown,Unkown,,leaping dogs at gentry's circus,Unkown Unkown Unkown J. Stuart Blackton 
32,Edwin S. Porter,Unkown,Unkown,Unkown,Documentary,"terrible teddy, the grizzly king",Unkown Unkown Unkown Edwin S. Porter Documentary
33,Georges Méliès,Georges Méliès,Unkown,Unkown,Romance Horror Fantasy Drama,the devil and the statue,Georges Méliès Unkown Unkown Georges Méliès Romance Horror Fantasy Drama
34,Ferdinand Zecca,Unkown,Unkown,Unkown,Romance Comedy,dream and reality,Unkown Unkown Unkown Ferdinand Zecca Romance Comedy
35,Ferdinand Zecca,Unkown,Unkown,Unkown,,quo vadis,Unkown Unkown Unkown Ferdinand Zecca 
36,Ferdinand Zecca,Jean Liézer,Bretteau,Ferdinand Zecca,Drama Crime,history of a crime,Jean Liézer Bretteau Ferdinand Zecca Ferdinand Zecca Drama Crime
37,Robert W. Paul,Unkown,Unkown,Unkown,Comedy,the countryman and the cinematograph,Unkown Unkown Unkown Robert W. Paul Comedy
38,Walter R. Booth,Unkown,Unkown,Unkown,Fantasy Horror,the haunted curiosity shop,Unkown Unkown Unkown Walter R. Booth Fantasy Horror
39,James Williamson,Sam Dalton,Unkown,Unkown,Crime Comedy,stop thief!,Sam Dalton Unkown Unkown James Williamson Crime Comedy
40,Georges Méliès,Georges Méliès,Bleuette Bernon,François Lallement,Adventure Science Fiction,a trip to the moon,Georges Méliès Bleuette Bernon François Lallement Georges Méliès Adventure Science Fiction
41,Georges Méliès,Unkown,Unkown,Unkown,,"the terrible eruption of mount pelee and destruction of st. pierre, martinique",Unkown Unkown Unkown Georges Méliès 
42,Georges Méliès,Georges Méliès,Unkown,Unkown,Horror Fantasy,the treasures of satan,Georges Méliès Unkown Unkown Georges Méliès Horror Fantasy
43,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,gulliver's travels among the lilliputians and the giants,Georges Méliès Unkown Unkown Georges Méliès Fantasy
44,Georges Méliès,Unkown,Unkown,Unkown,,the coronation of edward vii,Unkown Unkown Unkown Georges Méliès 
45,Alice Guy-Blaché,Germaine Serand,Yvonne Serand,Unkown,Fantasy,midwife to the upper class,Germaine Serand Yvonne Serand Unkown Alice Guy-Blaché Fantasy
46,Edwin S. Porter,Charles Manley,Unkown,Unkown,Comedy,uncle josh at the moving picture show,Charles Manley Unkown Unkown Edwin S. Porter Comedy
47,Edwin S. Porter,Thomas White,James H. White,Unkown,Adventure Family Fantasy,jack and the beanstalk,Thomas White James H. White Unkown Edwin S. Porter Adventure Family Fantasy
48,unknown,Unkown,Unkown,Unkown,Documentary,m. le président de la république sur la jetée promenade,Unkown Unkown Unkown unknown Documentary
49,James Williamson,Unkown,Unkown,Unkown,Drama,the little match seller,Unkown Unkown Unkown James Williamson Drama
50,unknown,Unkown,Unkown,Unkown,Documentary,ejercicio general de bombas,Unkown Unkown Unkown unknown Documentary
51,Cecil M. Hepworth,Unkown,Unkown,Unkown,War,peace with honour,Unkown Unkown Unkown Cecil M. Hepworth War
52,Segundo de Chomón,Loïe Fuller,Unkown,Unkown,Fantasy,loie fuller,Loïe Fuller Unkown Unkown Segundo de Chomón Fantasy
53,Ferdinand Zecca,Unkown,Unkown,Unkown,,a horrible nightmare,Unkown Unkown Unkown Ferdinand Zecca 
54,Georges Méliès,Georges Méliès,Unkown,Unkown,Adventure,robinson crusoe,Georges Méliès Unkown Unkown Georges Méliès Adventure
55,George Albert Smith,Unkown,Unkown,Unkown,Comedy,tommy and the mouse in the art school,Unkown Unkown Unkown George Albert Smith Comedy
56,Alexandre Promio,Unkown,Unkown,Unkown,Documentary,fort-de-france : négrillons jouant sous les arbres,Unkown Unkown Unkown Alexandre Promio Documentary
57,Ferdinand Zecca,Unkown,Unkown,Unkown,Adventure,ali baba and the forty thieves,Unkown Unkown Unkown Ferdinand Zecca Adventure
58,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,miss dundee and her performing dogs,Unkown Unkown Unkown Alice Guy-Blaché Comedy
59,Georges Méliès,Georges Méliès,Unkown,Unkown,,an impossible balancing feat,Georges Méliès Unkown Unkown Georges Méliès 
60,Edwin S. Porter,Gilbert M. Anderson,John Manus Dougherty Sr.,Frank Hanaway,Crime Action Western,the great train robbery,Gilbert M. Anderson John Manus Dougherty Sr. Frank Hanaway Edwin S. Porter Crime Action Western
61,Ferdinand Zecca,Madame Moreau,Monsieur Moreau,Unkown,Drama History,the life and passion of jesus christ,Madame Moreau Monsieur Moreau Unkown Ferdinand Zecca Drama History
62,Cecil M. Hepworth,May Clark,Cecil M. Hepworth,Mrs. Hepworth,Fantasy Family,alice in wonderland,May Clark Cecil M. Hepworth Mrs. Hepworth Cecil M. Hepworth Fantasy Family
63,Edwin S. Porter,Vivian Vaughan,James H. White,Arthur White,Action,life of an american fireman,Vivian Vaughan James H. White Arthur White Edwin S. Porter Action
64,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Music,the melomaniac,Georges Méliès Unkown Unkown Georges Méliès Comedy Music
65,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the infernal cauldron,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
66,Edwin S. Porter,Carl Goliath,Topsy,Unkown,Documentary,electrocuting an elephant,Carl Goliath Topsy Unkown Edwin S. Porter Documentary
67,Georges Méliès,Georges Méliès,Marguerite Thévenard,Bleuette Bernon,Adventure Fantasy,the kingdom of the fairies,Georges Méliès Marguerite Thévenard Bleuette Bernon Georges Méliès Adventure Fantasy
68,George Albert Smith,Unkown,Unkown,Unkown,Drama,the sick kitten,Unkown Unkown Unkown George Albert Smith Drama
69,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the monster,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
70,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the inn where no man rests,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
71,Edwin S. Porter,Marie Murray,Unkown,Unkown,Romance,a romance of the rail,Marie Murray Unkown Unkown Edwin S. Porter Romance
72,Edwin S. Porter,Unkown,Unkown,Unkown,,uncle tom's cabin,Unkown Unkown Unkown Edwin S. Porter 
73,Georges Méliès,Unkown,Unkown,Unkown,,the enchanted well,Unkown Unkown Unkown Georges Méliès 
74,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the magic lantern,Georges Méliès Unkown Unkown Georges Méliès Fantasy
75,Robert W. Paul,Alfred Collins,Unkown,Unkown,,a chess dispute,Alfred Collins Unkown Unkown Robert W. Paul 
76,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the infernal cakewalk,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
77,Edwin S. Porter,Edward Boulden,Unkown,Unkown,Comedy Romance,the gay shoe clerk,Edward Boulden Unkown Unkown Edwin S. Porter Comedy Romance
78,Georges Méliès,Georges Méliès,Unkown,Unkown,,misfortune never comes alone,Georges Méliès Unkown Unkown Georges Méliès 
79,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,apparitions,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
80,Georges Méliès,Georges Méliès,Fernande Albeny,Jehanne d'Alcy,Adventure Comedy Fantasy Science Fiction,the impossible voyage,Georges Méliès Fernande Albeny Jehanne d'Alcy Georges Méliès Adventure Comedy Fantasy Science Fiction
81,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the mermaid,Georges Méliès Unkown Unkown Georges Méliès Fantasy
82,Georges Méliès,Georges Méliès,Unkown,Unkown,,the firefall,Georges Méliès Unkown Unkown Georges Méliès 
83,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the untameable whiskers,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
84,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,"tchin-chao, the chinese conjurer",Georges Méliès Unkown Unkown Georges Méliès Comedy
85,Frank S. Mottershaw,Unkown,Unkown,Unkown,Documentary,the coronation of king peter i of serbia,Unkown Unkown Unkown Frank S. Mottershaw Documentary
86,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,the terrible turkish executioner,Georges Méliès Unkown Unkown Georges Méliès Comedy
87,unknown,Unkown,Unkown,Unkown,,court ladies bathing,Unkown Unkown Unkown unknown 
88,Gaston Velle,Unkown,Unkown,Unkown,Fantasy,japanese varieties,Unkown Unkown Unkown Gaston Velle Fantasy
89,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy,dog factory,Unkown Unkown Unkown Edwin S. Porter Comedy
90,Wallace McCutcheon Sr.,Unkown,Unkown,Unkown,Comedy,troubles of a manager of a burlesque show,Unkown Unkown Unkown Wallace McCutcheon Sr. Comedy
91,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Drama History,the wandering jew,Georges Méliès Unkown Unkown Georges Méliès Fantasy Drama History
92,Edwin S. Porter,Gilbert M. Anderson,Unkown,Unkown,Western,a brush between cowboys and indians,Gilbert M. Anderson Unkown Unkown Edwin S. Porter Western
93,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the wonderful living fan,Georges Méliès Unkown Unkown Georges Méliès Fantasy
94,Lucien Georges Bull,Unkown,Unkown,Unkown,Documentary,ball passing through a soap bubble,Unkown Unkown Unkown Lucien Georges Bull Documentary
95,unknown,Unkown,Unkown,Unkown,,judge alton b. parker & mayor mcclellan at esopus,Unkown Unkown Unkown unknown 
96,Billy Bitzer,Unkown,Unkown,Unkown,Documentary,westinghouse works,Unkown Unkown Unkown Billy Bitzer Documentary
97,Percy Stow,Unkown,Unkown,Unkown,Drama Horror Mystery,the mistletoe bough,Unkown Unkown Unkown Percy Stow Drama Horror Mystery
98,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the cook in trouble,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
99,unknown,Unkown,Unkown,Unkown,Action Drama,a fire in a burlesque theatre,Unkown Unkown Unkown unknown Action Drama
100,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the black imp,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
101,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the living playing cards,Georges Méliès Unkown Unkown Georges Méliès Fantasy
102,Filoteo Alberini,Ubaldo Maria Del Colle,Carlo Rosaspina,Unkown,History,the capture of roma,Ubaldo Maria Del Colle Carlo Rosaspina Unkown Filoteo Alberini History
103,Billy Bitzer,Unkown,Unkown,Unkown,Documentary,new york subway,Unkown Unkown Unkown Billy Bitzer Documentary
104,Cecil M. Hepworth,Blair,May Clark,Barbara Hepworth,Drama,rescued by rover,Blair May Clark Barbara Hepworth Cecil M. Hepworth Drama
105,Georges Méliès,Georges Méliès,Unkown,Unkown,Adventure Fantasy,the palace of the arabian nights,Georges Méliès Unkown Unkown Georges Méliès Adventure Fantasy
106,Georges Méliès,Unkown,Unkown,Unkown,,a crazy composer,Unkown Unkown Unkown Georges Méliès 
107,Alice Guy-Blaché,Unkown,Unkown,Unkown,Documentary,the malagueña and the bullfighter,Unkown Unkown Unkown Alice Guy-Blaché Documentary
108,Alice Guy-Blaché,Unkown,Unkown,Unkown,,the statue,Unkown Unkown Unkown Alice Guy-Blaché 
109,Edwin S. Porter,Unkown,Unkown,Unkown,,"scenes and incidents, russo-japanese peace conference, portsmouth, n. h.",Unkown Unkown Unkown Edwin S. Porter 
110,Georges Méliès,Unkown,Unkown,Unkown,,the scheming gambler's paradise,Unkown Unkown Unkown Georges Méliès 
111,Charles-Lucien Lépine,Bretteau,Unkown,Unkown,Comedy,odyssée d'un paysan à paris,Bretteau Unkown Unkown Charles-Lucien Lépine Comedy
112,Georges Méliès,Georges Méliès,Unkown,Unkown,Science Fiction Comedy Fantasy,the inventor crazybrains and his wonderful airship,Georges Méliès Unkown Unkown Georges Méliès Science Fiction Comedy Fantasy
113,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,wallachian dance,Unkown Unkown Unkown Janaki Manaki Documentary
114,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,wallachian nomads,Unkown Unkown Unkown Janaki Manaki Documentary
115,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,the mass,Unkown Unkown Unkown Janaki Manaki Documentary
116,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,market day in bitola,Unkown Unkown Unkown Janaki Manaki Documentary
117,Alice Guy-Blaché,Félix Mayol,Unkown,Unkown,Music,"félix mayol performs ""indiscreet questions""",Félix Mayol Unkown Unkown Alice Guy-Blaché Music
118,Edwin S. Porter,Unkown,Unkown,Unkown,Fantasy Family,the night before christmas,Unkown Unkown Unkown Edwin S. Porter Fantasy Family
119,Gaston Velle,Unkown,Unkown,Unkown,,the hen that laid the golden eggs,Unkown Unkown Unkown Gaston Velle 
120,Charles Tait,Elizabeth Tait,John Tait,Unkown,Crime Drama Action History,the story of the kelly gang,Elizabeth Tait John Tait Unkown Charles Tait Crime Drama Action History
121,Georges Méliès,Georges Méliès,Unkown,Unkown,Family Fantasy,the witch,Georges Méliès Unkown Unkown Georges Méliès Family Fantasy
122,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Horror,the merry frolics of satan,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Horror
123,Walter R. Booth,Unkown,Unkown,Unkown,Science Fiction Fantasy Comedy,the '?' motorist,Unkown Unkown Unkown Walter R. Booth Science Fiction Fantasy Comedy
124,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,the consequences of feminism,Unkown Unkown Unkown Alice Guy-Blaché Comedy
125,Edwin S. Porter,John P. Brawn,Unkown,Unkown,Fantasy Comedy,dream of a rarebit fiend,John P. Brawn Unkown Unkown Edwin S. Porter Fantasy Comedy
126,Harry Miles,Unkown,Unkown,Unkown,Documentary History,a trip down market street before the fire,Unkown Unkown Unkown Harry Miles Documentary History
127,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the hilarious posters,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
128,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Comedy Animation,humorous phases of funny faces,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Comedy Animation
129,unknown,Unkown,Unkown,Unkown,,"panorama, notorius 'barbary coast'",Unkown Unkown Unkown unknown 
130,Jack Frawley,Unkown,Unkown,Unkown,Documentary,"panorama of market street, the city hall, taken from the roof of the u.s. mint",Unkown Unkown Unkown Jack Frawley Documentary
131,Giovanni Vitrotti,Unkown,Unkown,Unkown,,buona sera signorina bonelli!,Unkown Unkown Unkown Giovanni Vitrotti 
132,Peter Elfelt,Unkown,Unkown,Unkown,,17th of may in norway,Unkown Unkown Unkown Peter Elfelt 
133,Alice Guy-Blaché,Unkown,Unkown,Unkown,Drama History,"the birth, the life and the death of christ",Unkown Unkown Unkown Alice Guy-Blaché Drama History
134,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the mysterious retort,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
135,Wallace McCutcheon Sr.,Robert G. Vignola,Anthony O'Sullivan,Unkown,Drama Crime,the black hand,Robert G. Vignola Anthony O'Sullivan Unkown Wallace McCutcheon Sr. Drama Crime
136,Edwin S. Porter,Blanche Dayo,Unkown,Unkown,,three american beauties,Blanche Dayo Unkown Unkown Edwin S. Porter 
137,Edwin S. Porter,Unkown,Unkown,Unkown,,a winter straw ride,Unkown Unkown Unkown Edwin S. Porter 
138,Georges Méliès,Manuel,Georges Méliès,Unkown,Thriller Drama Crime,a desperate crime,Manuel Georges Méliès Unkown Georges Méliès Thriller Drama Crime
139,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy,the terrible kids,Unkown Unkown Unkown Edwin S. Porter Comedy
140,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy Animation Horror,the house of ghosts,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy Animation Horror
141,J. Stuart Blackton,Paul Panzer,William V. Ranous,Unkown,Comedy Animation,the haunted hotel,Paul Panzer William V. Ranous Unkown J. Stuart Blackton Comedy Animation
142,Georges Méliès,Georges Méliès,Mademoiselle Bodson,Manuel,Comedy Fantasy Romance,the eclipse: courtship of the sun and moon,Georges Méliès Mademoiselle Bodson Manuel Georges Méliès Comedy Fantasy Romance
143,Millard Mercury,Edwing Tordella,Edith Trublanchet,Unkown,Comedy,the dancing pig,Edwing Tordella Edith Trublanchet Unkown Millard Mercury Comedy
144,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy Fantasy,the 'teddy' bears,Unkown Unkown Unkown Edwin S. Porter Comedy Fantasy
145,Segundo de Chomón,Julienne Mathieu,Unkown,Unkown,Fantasy,the red spectre,Julienne Mathieu Unkown Unkown Segundo de Chomón Fantasy
146,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,good glue sticks,Georges Méliès Unkown Unkown Georges Méliès Comedy
147,Sidney Olcott,Herman Rottger,William S. Hart,Gene Gauntier,Adventure Drama History,ben hur,Herman Rottger William S. Hart Gene Gauntier Sidney Olcott Adventure Drama History
148,unknown,Unkown,Unkown,Unkown,Fantasy Comedy,mr. hurry-up,Unkown Unkown Unkown unknown Fantasy Comedy
149,Georges Méliès,Manuel,Georges Méliès,Unkown,,"ali barbouyou and ali bouf, in oil",Manuel Georges Méliès Unkown Georges Méliès 
150,Lewin Fitzhamon,Thurston Harris,Gertie Potter,Unkown,Comedy Science Fiction,that fatal sneeze,Thurston Harris Gertie Potter Unkown Lewin Fitzhamon Comedy Science Fiction
151,Georges Méliès,Manuel,Georges Méliès,Unkown,Adventure Fantasy,"20,000 leagues under the sea",Manuel Georges Méliès Unkown Georges Méliès Adventure Fantasy
152,Georges Méliès,Fernande Albany,Georges Méliès,Jehanne d'Alcy,Adventure,tunneling the english channel,Fernande Albany Georges Méliès Jehanne d'Alcy Georges Méliès Adventure
153,Viggo Larsen,Viggo Larsen,Unkown,Unkown,Drama,the boy with the sixth sense,Viggo Larsen Unkown Unkown Viggo Larsen Drama
154,Louis Feuillade,Unkown,Unkown,Unkown,,la puce,Unkown Unkown Unkown Louis Feuillade 
155,unknown,Unkown,Unkown,Unkown,Animation Family,katsudō shashin,Unkown Unkown Unkown unknown Animation Family
156,Louis Feuillade,Max Charlier,Mlle Loisier,Unkown,Drama,terrorists in russia,Max Charlier Mlle Loisier Unkown Louis Feuillade Drama
157,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,the rolling bed,Unkown Unkown Unkown Alice Guy-Blaché Comedy
158,Louis Feuillade,Unkown,Unkown,Unkown,Comedy Fantasy Action Animation,the pumpkin race,Unkown Unkown Unkown Louis Feuillade Comedy Fantasy Action Animation
159,Segundo de Chomón,Unkown,Unkown,Unkown,Fantasy,the golden beetle,Unkown Unkown Unkown Segundo de Chomón Fantasy
160,Émile Cohl,Unkown,Unkown,Unkown,Animation,fantasmagorie,Unkown Unkown Unkown Émile Cohl Animation
161,Segundo de Chomón,Segundo de Chomón,Julienne Mathieu,Unkown,Fantasy,the electric hotel,Segundo de Chomón Julienne Mathieu Unkown Segundo de Chomón Fantasy
162,André Calmettes,Charles le Bargy,Albert Lambert,Gabrielle Robinne,History Drama,the assassination of the duke de guise,Charles le Bargy Albert Lambert Gabrielle Robinne André Calmettes History Drama
163,D.W. Griffith,Florence Lawrence,Harry Solter,Linda Arvidson,Crime,betrayed by a handprint,Florence Lawrence Harry Solter Linda Arvidson D.W. Griffith Crime
164,J. Searle Dawley,Henry B. Walthall,Miss Earle,Jinnie Frazer,Drama Action Thriller,rescued from an eagle's nest,Henry B. Walthall Miss Earle Jinnie Frazer J. Searle Dawley Drama Action Thriller
165,D.W. Griffith,Edward Dillon,D.W. Griffith,George Gebhardt,,deceived slumming party,Edward Dillon D.W. Griffith George Gebhardt D.W. Griffith 
166,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy Science Fiction,excursion to the moon,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy Science Fiction
167,Mojzesz Towbin,Unkown,Unkown,Unkown,,prussian culture,Unkown Unkown Unkown Mojzesz Towbin 
168,Victorin-Hippolyte Jasset,Pierre Bressol,Unkown,Unkown,,nick carter: episode 4 - the bank burglar,Pierre Bressol Unkown Unkown Victorin-Hippolyte Jasset 
169,Albert Capellani,Julienne Mathieu,Unkown,Unkown,Romance Fantasy Adventure,beauty and the beast,Julienne Mathieu Unkown Unkown Albert Capellani Romance Fantasy Adventure
170,D.W. Griffith,Harry Solter,Linda Arvidson,Arthur V. Johnson,Romance Drama,the feud and the turkey,Harry Solter Linda Arvidson Arthur V. Johnson D.W. Griffith Romance Drama
171,D.W. Griffith,Charles Inslee,Florence Lawrence,Harry Solter,Drama,after many years,Charles Inslee Florence Lawrence Harry Solter D.W. Griffith Drama
172,D.W. Griffith,Charles Inslee,George Gebhardt,Arthur V. Johnson,Crime Drama,money mad,Charles Inslee George Gebhardt Arthur V. Johnson D.W. Griffith Crime Drama
173,Segundo de Chomón,Unkown,Unkown,Unkown,,the bee and the rose,Unkown Unkown Unkown Segundo de Chomón 
174,Percy Stow,Unkown,Unkown,Unkown,Fantasy Drama,the tempest,Unkown Unkown Unkown Percy Stow Fantasy Drama
175,Georges Méliès,Unkown,Unkown,Unkown,,the good shepherdess and the evil princess,Unkown Unkown Unkown Georges Méliès 
176,Louis J. Gasnier,Unkown,Unkown,Unkown,Action Comedy,the runaway horse,Unkown Unkown Unkown Louis J. Gasnier Action Comedy
177,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the indian sorcerer,Georges Méliès Unkown Unkown Georges Méliès Fantasy
178,Billy Bitzer,Arthur V. Johnson,Linda Arvidson,Gladys Egan,Drama Thriller,the adventures of dollie,Arthur V. Johnson Linda Arvidson Gladys Egan Billy Bitzer Drama Thriller
179,Max Linder,Max Linder,Unkown,Unkown,Comedy,troubles of a grass widower,Max Linder Unkown Unkown Max Linder Comedy
180,Georges Méliès,André Méliès,Georges Méliès,Unkown,Fantasy Comedy,the diabolic tenant,André Méliès Georges Méliès Unkown Georges Méliès Fantasy Comedy
181,D.W. Griffith,Frank Powell,Grace Henderson,James Kirkwood,Drama,a corner in wheat,Frank Powell Grace Henderson James Kirkwood D.W. Griffith Drama
182,D.W. Griffith,Mary Pickford,Marion Leonard,Robert Harron,Thriller Drama Action,the lonely villa,Mary Pickford Marion Leonard Robert Harron D.W. Griffith Thriller Drama Action
183,D.W. Griffith,Arthur V. Johnson,Marion Leonard,Henry B. Walthall,Thriller Drama Horror History,the sealed room,Arthur V. Johnson Marion Leonard Henry B. Walthall D.W. Griffith Thriller Drama Horror History
184,D.W. Griffith,Barry O'Moore,Linda Arvidson,Clara T. Bracy,Drama,edgar allan poe,Barry O'Moore Linda Arvidson Clara T. Bracy D.W. Griffith Drama
185,D.W. Griffith,Mack Sennett,Flora Finch,Florence Lawrence,Comedy,those awful hats,Mack Sennett Flora Finch Florence Lawrence D.W. Griffith Comedy
