,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
2213,Pierre Coffin,Steve Carell,Miranda Cosgrove,Dana Gaier,Family Animation Comedy Crime,despicable me,Steve Carell Miranda Cosgrove Dana Gaier Pierre Coffin Family Animation Comedy Crime
2214,Chris Sanders,Jay Baruchel,Gerard Butler,Craig Ferguson,Fantasy Adventure Animation Family,how to train your dragon,Jay Baruchel Gerard Butler Craig Ferguson Chris Sanders Fantasy Adventure Animation Family
2215,Bradley Raymond,Mae Whitman,Michael Sheen,Pamela Adlon,Animation Adventure Family Fantasy,tinker bell and the great fairy rescue,Mae Whitman Michael Sheen Pamela Adlon Bradley Raymond Animation Adventure Family Fantasy
2216,Scott Stewart,Paul Bettany,Dennis Quaid,Lucas Black,Horror Action Fantasy,legion,Paul Bettany Dennis Quaid Lucas Black Scott Stewart Horror Action Fantasy
2217,Harald Zwart,Jaden Smith,Jackie Chan,Taraji P. Henson,Action Adventure Drama Family,the karate kid,Jaden Smith Jackie Chan Taraji P. Henson Harald Zwart Action Adventure Drama Family
2218,Tim Burton,Mia Wasikowska,Johnny Depp,Anne Hathaway,Family Fantasy Adventure,alice in wonderland,Mia Wasikowska Johnny Depp Anne Hathaway Tim Burton Family Fantasy Adventure
2219,Sylvester Stallone,Sylvester Stallone,Jason Statham,Jet Li,Thriller Adventure Action,the expendables,Sylvester Stallone Jason Statham Jet Li Sylvester Stallone Thriller Adventure Action
2220,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Fantasy Adventure,harry potter and the deathly hallows: part 2,Daniel Radcliffe Rupert Grint Emma Watson David Yates Fantasy Adventure
2221,Rob Marshall,Johnny Depp,Penélope Cruz,Geoffrey Rush,Adventure Action Fantasy,pirates of the caribbean: on stranger tides,Johnny Depp Penélope Cruz Geoffrey Rush Rob Marshall Adventure Action Fantasy
2222,John Lasseter,Larry the Cable Guy,Owen Wilson,Michael Caine,Animation Family Adventure Comedy,cars 2,Larry the Cable Guy Owen Wilson Michael Caine John Lasseter Animation Family Adventure Comedy
2223,Shawn Levy,Hugh Jackman,Dakota Goyo,Evangeline Lilly,Action Science Fiction Drama,real steel,Hugh Jackman Dakota Goyo Evangeline Lilly Shawn Levy Action Science Fiction Drama
2224,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,Comedy Fantasy Animation Romance Adventure Family,puss in boots,Antonio Banderas Salma Hayek Zach Galifianakis Chris Miller Comedy Fantasy Animation Romance Adventure Family
2225,Christopher Sun,Saori Hara,Yukiko Suo,Tony Ho,Drama Adventure Romance Action History,3-d sex and zen: extreme ecstasy,Saori Hara Yukiko Suo Tony Ho Christopher Sun Drama Adventure Romance Action History
2226,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Adventure Fantasy Action,thor,Chris Hemsworth Natalie Portman Tom Hiddleston Kenneth Branagh Adventure Fantasy Action
2227,Tate Taylor,Emma Stone,Viola Davis,Octavia Spencer,Drama,the help,Emma Stone Viola Davis Octavia Spencer Tate Taylor Drama
2228,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis,Comedy,the hangover part ii,Bradley Cooper Ed Helms Zach Galifianakis Todd Phillips Comedy
2229,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Adventure Fantasy Romance,the twilight saga: breaking dawn - part 1,Kristen Stewart Robert Pattinson Taylor Lautner Bill Condon Adventure Fantasy Romance
2230,Jennifer Yuh Nelson,Jack Black,Angelina Jolie,Dustin Hoffman,Animation Family,kung fu panda 2,Jack Black Angelina Jolie Dustin Hoffman Jennifer Yuh Nelson Animation Family
2231,Rupert Wyatt,James Franco,Andy Serkis,Freida Pinto,Thriller Action Drama Science Fiction,rise of the planet of the apes,James Franco Andy Serkis Freida Pinto Rupert Wyatt Thriller Action Drama Science Fiction
2232,Masahiko Murata,Junko Takeuchi,Mie Sonozaki,Masaki Terasoma,Thriller Animation Action Comedy Horror Mystery,naruto shippuden the movie: blood prison,Junko Takeuchi Mie Sonozaki Masaki Terasoma Masahiko Murata Thriller Animation Action Comedy Horror Mystery
2233,Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,Bryan Cranston,Drama Thriller Crime,drive,Ryan Gosling Carey Mulligan Bryan Cranston Nicolas Winding Refn Drama Thriller Crime
2234,Wes Craven,Neve Campbell,David Arquette,Courteney Cox,Horror Mystery,scream 4,Neve Campbell David Arquette Courteney Cox Wes Craven Horror Mystery
2235,Dennis Dugan,Adam Sandler,Jennifer Aniston,Nicole Kidman,Comedy Romance,just go with it,Adam Sandler Jennifer Aniston Nicole Kidman Dennis Dugan Comedy Romance
2236,Éric Toledano,François Cluzet,Omar Sy,Dominique Henry,Drama Comedy,the intouchables,François Cluzet Omar Sy Dominique Henry Éric Toledano Drama Comedy
2237,Declan O'Brien,Jennifer Pudavick,Tenika Davis,Terra Vnesa,Horror Thriller,wrong turn 4: bloody beginnings,Jennifer Pudavick Tenika Davis Terra Vnesa Declan O'Brien Horror Thriller
2238,Andrew Niccol,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Action Thriller Science Fiction,in time,Justin Timberlake Amanda Seyfried Cillian Murphy Andrew Niccol Action Thriller Science Fiction
2239,Gore Verbinski,Johnny Depp,Isla Fisher,Ned Beatty,Animation Comedy Family Western Adventure,rango,Johnny Depp Isla Fisher Ned Beatty Gore Verbinski Animation Comedy Family Western Adventure
2240,Joss Whedon,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Science Fiction Action Adventure,the avengers,Robert Downey Jr. Chris Evans Mark Ruffalo Joss Whedon Science Fiction Action Adventure
2241,Peggy Holmes,Mae Whitman,Lucy Hale,Timothy Dalton,Animation Family Fantasy Adventure,secret of the wings,Mae Whitman Lucy Hale Timothy Dalton Peggy Holmes Animation Family Fantasy Adventure
2242,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,Action Adventure Fantasy,the amazing spider-man,Andrew Garfield Emma Stone Rhys Ifans Marc Webb Action Adventure Fantasy
2243,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Fantasy Drama Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Fantasy Drama Romance
2244,Rich Moore,John C. Reilly,Sarah Silverman,Jack McBrayer,Family Animation Comedy Adventure,wreck-it ralph,John C. Reilly Sarah Silverman Jack McBrayer Rich Moore Family Animation Comedy Adventure
2245,Brad Peyton,Dwayne Johnson,Josh Hutcherson,Michael Caine,Adventure Action Science Fiction,journey 2: the mysterious island,Dwayne Johnson Josh Hutcherson Michael Caine Brad Peyton Adventure Action Science Fiction
2246,Steve Martino,Ray Romano,John Leguizamo,Denis Leary,Animation Comedy Adventure Family,ice age: continental drift,Ray Romano John Leguizamo Denis Leary Steve Martino Animation Comedy Adventure Family
2247,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Adventure Fantasy Action,the hobbit: an unexpected journey,Ian McKellen Martin Freeman Richard Armitage Peter Jackson Adventure Fantasy Action
2248,Brenda Chapman,Kelly Macdonald,Billy Connolly,Emma Thompson,Animation Adventure Comedy Family Action Fantasy,brave,Kelly Macdonald Billy Connolly Emma Thompson Brenda Chapman Animation Adventure Comedy Family Action Fantasy
2249,Timur Bekmambetov,Benjamin Walker,Dominic Cooper,Anthony Mackie,Action Fantasy Horror,abraham lincoln: vampire hunter,Benjamin Walker Dominic Cooper Anthony Mackie Timur Bekmambetov Action Fantasy Horror
2250,Hayato Date,Junko Takeuchi,Chie Nakamura,Toshiyuki Morikawa,Animation Fantasy Action,road to ninja: naruto the movie,Junko Takeuchi Chie Nakamura Toshiyuki Morikawa Hayato Date Animation Fantasy Action
2251,Christopher Nolan,Christian Bale,Michael Caine,Gary Oldman,Action Crime Drama Thriller,the dark knight rises,Christian Bale Michael Caine Gary Oldman Christopher Nolan Action Crime Drama Thriller
2252,Conrad Vernon,Ben Stiller,Chris Rock,David Schwimmer,Animation Family Comedy Adventure,madagascar 3: europe's most wanted,Ben Stiller Chris Rock David Schwimmer Conrad Vernon Animation Family Comedy Adventure
2253,Nima Nourizadeh,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown,Comedy,project x,Thomas Mann Oliver Cooper Jonathan Daniel Brown Nima Nourizadeh Comedy
2254,Ridley Scott,Noomi Rapace,Michael Fassbender,Logan Marshall-Green,Science Fiction Adventure Mystery,prometheus,Noomi Rapace Michael Fassbender Logan Marshall-Green Ridley Scott Science Fiction Adventure Mystery
2255,Scott Wheeler,Jack Cullison,Jonathan Brett,Colbert Alembert,Comedy,celebrity sex tape,Jack Cullison Jonathan Brett Colbert Alembert Scott Wheeler Comedy
2256,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Richard Jenkins,Crime Drama Thriller Action,jack reacher,Tom Cruise Rosamund Pike Richard Jenkins Christopher McQuarrie Crime Drama Thriller Action
2257,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Comedy Fantasy,ted,Mark Wahlberg Mila Kunis Seth MacFarlane Seth MacFarlane Comedy Fantasy
2258,Declan O'Brien,Borisa Tyutyundzhieva,Doug Bradley,Roxanne McKee,Horror Thriller,wrong turn 5: bloodlines,Borisa Tyutyundzhieva Doug Bradley Roxanne McKee Declan O'Brien Horror Thriller
2259,Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,Animation Comedy Family Fantasy,hotel transylvania,Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky Animation Comedy Family Fantasy
2260,Fede Álvarez,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Horror,evil dead,Jane Levy Shiloh Fernandez Lou Taylor Pucci Fede Álvarez Horror
2261,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock,Comedy,grown ups 2,Adam Sandler Kevin James Chris Rock Dennis Dugan Comedy
2262,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Crime Drama Comedy,the wolf of wall street,Leonardo DiCaprio Jonah Hill Margot Robbie Martin Scorsese Crime Drama Comedy
2263,James Wan,Patrick Wilson,Vera Farmiga,Lili Taylor,Horror Thriller,the conjuring,Patrick Wilson Vera Farmiga Lili Taylor James Wan Horror Thriller
2264,Chris Buck,Kristen Bell,Idina Menzel,Jonathan Groff,Animation Family Adventure Fantasy,frozen,Kristen Bell Idina Menzel Jonathan Groff Chris Buck Animation Family Adventure Fantasy
2265,Pierre Coffin,Steve Carell,Kristen Wiig,Benjamin Bratt,Animation Comedy Family,despicable me 2,Steve Carell Kristen Wiig Benjamin Bratt Pierre Coffin Animation Comedy Family
2266,Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,Action Drama Horror Science Fiction Thriller,world war z,Brad Pitt Mireille Enos Daniella Kertesz Marc Forster Action Drama Horror Science Fiction Thriller
2267,Dan Scanlon,Billy Crystal,John Goodman,Steve Buscemi,Animation Family,monsters university,Billy Crystal John Goodman Steve Buscemi Dan Scanlon Animation Family
2268,Guillermo del Toro,Charlie Hunnam,Rinko Kikuchi,Idris Elba,Action Science Fiction Adventure,pacific rim,Charlie Hunnam Rinko Kikuchi Idris Elba Guillermo del Toro Action Science Fiction Adventure
2269,Malcolm D. Lee,Ashley Tisdale,Simon Rex,Gracie Whitton,Comedy,scary movie 5,Ashley Tisdale Simon Rex Gracie Whitton Malcolm D. Lee Comedy
2270,Alan Taylor,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Action Adventure Fantasy,thor: the dark world,Chris Hemsworth Natalie Portman Tom Hiddleston Alan Taylor Action Adventure Fantasy
2271,Masahiro Hosoda,Masako Nozawa,Koichi Yamadera,Masakazu Morita,Animation Action Science Fiction,dragon ball z: battle of gods,Masako Nozawa Koichi Yamadera Masakazu Morita Masahiro Hosoda Animation Action Science Fiction
2272,James Wan,Patrick Wilson,Rose Byrne,Lin Shaye,Horror Thriller,insidious: chapter 2,Patrick Wilson Rose Byrne Lin Shaye James Wan Horror Thriller
2273,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,Action Adventure Science Fiction,man of steel,Henry Cavill Amy Adams Michael Shannon Zack Snyder Action Adventure Science Fiction
2274,Shane Black,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Action Adventure Science Fiction,iron man 3,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Shane Black Action Adventure Science Fiction
2275,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Fantasy Adventure Action,the hobbit: the desolation of smaug,Ian McKellen Martin Freeman Richard Armitage Peter Jackson Fantasy Adventure Action
2276,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Adventure Action Science Fiction,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Francis Lawrence Adventure Action Science Fiction
2277,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis,Comedy,the hangover part iii,Bradley Cooper Ed Helms Zach Galifianakis Todd Phillips Comedy
2278,Chris Sanders,Nicolas Cage,Emma Stone,Ryan Reynolds,Animation Adventure Family Fantasy Comedy Action,the croods,Nicolas Cage Emma Stone Ryan Reynolds Chris Sanders Animation Adventure Family Fantasy Comedy Action
2279,Tommy Wirkola,Jeremy Renner,Gemma Arterton,Famke Janssen,Fantasy Horror Action,hansel & gretel: witch hunters,Jeremy Renner Gemma Arterton Famke Janssen Tommy Wirkola Fantasy Horror Action
2280,Chad Stahelski,Keanu Reeves,Michael Nyqvist,Ian McShane,Action Thriller,john wick,Keanu Reeves Michael Nyqvist Ian McShane Chad Stahelski Action Thriller
2281,Chris Williams,Scott Adsit,Ryan Potter,Daniel Henney,Adventure Family Animation Action Comedy,big hero 6,Scott Adsit Ryan Potter Daniel Henney Chris Williams Adventure Family Animation Action Comedy
2282,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Adventure Drama Science Fiction,interstellar,Matthew McConaughey Anne Hathaway Jessica Chastain Christopher Nolan Adventure Drama Science Fiction
2283,Matt Reeves,Andy Serkis,Jason Clarke,Gary Oldman,Science Fiction Action Drama Thriller,dawn of the planet of the apes,Andy Serkis Jason Clarke Gary Oldman Matt Reeves Science Fiction Action Drama Thriller
2284,Tsuneo Kobayashi,Junko Takeuchi,Nana Mizuki,Jun Fukuyama,Action Romance Animation,the last: naruto the movie,Junko Takeuchi Nana Mizuki Jun Fukuyama Tsuneo Kobayashi Action Romance Animation
2285,Wes Ball,Dylan O'Brien,Kaya Scodelario,Ki Hong Lee,Action Mystery Science Fiction Thriller,the maze runner,Dylan O'Brien Kaya Scodelario Ki Hong Lee Wes Ball Action Mystery Science Fiction Thriller
2286,Peggy Holmes,Mae Whitman,Christina Hendricks,Tom Hiddleston,Animation Family,tinker bell and the pirate fairy,Mae Whitman Christina Hendricks Tom Hiddleston Peggy Holmes Animation Family
2287,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Action Adventure Fantasy,the hobbit: the battle of the five armies,Ian McKellen Martin Freeman Richard Armitage Peter Jackson Action Adventure Fantasy
2288,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Science Fiction Adventure Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Francis Lawrence Science Fiction Adventure Thriller
2289,Steve Loter,Ginnifer Goodwin,Mae Whitman,Rosario Dawson,Adventure Animation Family,tinker bell and the legend of the neverbeast,Ginnifer Goodwin Mae Whitman Rosario Dawson Steve Loter Adventure Animation Family
2290,Michael Bay,Mark Wahlberg,Stanley Tucci,Nicola Peltz Beckham,Science Fiction Action Adventure,transformers: age of extinction,Mark Wahlberg Stanley Tucci Nicola Peltz Beckham Michael Bay Science Fiction Action Adventure
2291,David Gregory,Rocky Morton,Annabel Jankel,Roland Joffé,Documentary,super mario bros: this ain't no video game,Rocky Morton Annabel Jankel Roland Joffé David Gregory Documentary
2292,David Ayer,Brad Pitt,Logan Lerman,Michael Peña,War Drama Action,fury,Brad Pitt Logan Lerman Michael Peña David Ayer War Drama Action
2293,Marc Webb,Andrew Garfield,Emma Stone,Jamie Foxx,Action Adventure Fantasy,the amazing spider-man 2,Andrew Garfield Emma Stone Jamie Foxx Marc Webb Action Adventure Fantasy
2294,Jonathan Liebesman,Megan Fox,Will Arnett,William Fichtner,Science Fiction Action Adventure Comedy,teenage mutant ninja turtles,Megan Fox Will Arnett William Fichtner Jonathan Liebesman Science Fiction Action Adventure Comedy
2295,Clint Eastwood,Bradley Cooper,Sienna Miller,Kyle Gallner,War Action,american sniper,Bradley Cooper Sienna Miller Kyle Gallner Clint Eastwood War Action
2296,Robert Stromberg,Angelina Jolie,Elle Fanning,Imelda Staunton,Fantasy Adventure Action Family Romance,maleficent,Angelina Jolie Elle Fanning Imelda Staunton Robert Stromberg Fantasy Adventure Action Family Romance
2297,Matthew Vaughn,Taron Egerton,Colin Firth,Samuel L. Jackson,Crime Comedy Action Adventure,kingsman: the secret service,Taron Egerton Colin Firth Samuel L. Jackson Matthew Vaughn Crime Comedy Action Adventure
2298,Olivier Megaton,Liam Neeson,Forest Whitaker,Famke Janssen,Thriller Action,taken 3,Liam Neeson Forest Whitaker Famke Janssen Olivier Megaton Thriller Action
2299,Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Fantasy Action Adventure Animation Comedy Family,how to train your dragon 2,Jay Baruchel Cate Blanchett Gerard Butler Dean DeBlois Fantasy Action Adventure Animation Comedy Family
2300,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Drama,creed,Michael B. Jordan Sylvester Stallone Tessa Thompson Ryan Coogler Drama
2301,Sam Taylor-Johnson,Dakota Johnson,Jamie Dornan,Jennifer Ehle,Drama Romance Thriller,fifty shades of grey,Dakota Johnson Jamie Dornan Jennifer Ehle Sam Taylor-Johnson Drama Romance Thriller
2302,Peyton Reed,Paul Rudd,Michael Douglas,Evangeline Lilly,Science Fiction Action Adventure,ant-man,Paul Rudd Michael Douglas Evangeline Lilly Peyton Reed Science Fiction Action Adventure
2303,Tadayoshi Yamamuro,Masako Nozawa,Ryou Horikawa,Ryusei Nakao,Action Animation Science Fiction,dragon ball z: resurrection 'f',Masako Nozawa Ryou Horikawa Ryusei Nakao Tadayoshi Yamamuro Action Animation Science Fiction
2304,Pete Docter,Amy Poehler,Phyllis Smith,Bill Hader,Animation Family Adventure Drama Comedy,inside out,Amy Poehler Phyllis Smith Bill Hader Pete Docter Animation Family Adventure Drama Comedy
2305,Joss Whedon,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action Adventure Science Fiction,avengers: age of ultron,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Joss Whedon Action Adventure Science Fiction
2306,Peter Sohn,Frances McDormand,Raymond Ochoa,Jeffrey Wright,Adventure Animation Family,the good dinosaur,Frances McDormand Raymond Ochoa Jeffrey Wright Peter Sohn Adventure Animation Family
2307,Jason Friedberg,Alex Ashbaugh,Dale Pavinski,Andrea Navedo,Comedy Action,superfast!,Alex Ashbaugh Dale Pavinski Andrea Navedo Jason Friedberg Comedy Action
2308,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,Action Thriller Crime,furious 7,Vin Diesel Paul Walker Dwayne Johnson James Wan Action Thriller Crime
2309,Hiroyuki Yamashita,Yuko Sanpei,Kokoro Kikuchi,Junko Takeuchi,Animation Action Comedy,boruto: naruto the movie,Yuko Sanpei Kokoro Kikuchi Junko Takeuchi Hiroyuki Yamashita Animation Action Comedy
2310,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Comedy Fantasy,ted 2,Mark Wahlberg Seth MacFarlane Amanda Seyfried Seth MacFarlane Comedy Fantasy
2311,Matt Duffer,Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Thriller Horror,hidden,Alexander Skarsgård Andrea Riseborough Emily Alyn Lind Matt Duffer Thriller Horror
2312,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Science Fiction Action Thriller Adventure,terminator genisys,Arnold Schwarzenegger Jason Clarke Emilia Clarke Alan Taylor Science Fiction Action Thriller Adventure
2313,Brad Peyton,Dwayne Johnson,Alexandra Daddario,Carla Gugino,Action Drama Thriller,san andreas,Dwayne Johnson Alexandra Daddario Carla Gugino Brad Peyton Action Drama Thriller
2314,Kenneth Branagh,Lily James,Cate Blanchett,Richard Madden,Romance Fantasy Family Drama,cinderella,Lily James Cate Blanchett Richard Madden Kenneth Branagh Romance Fantasy Family Drama
2315,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Action Adventure Science Fiction Thriller,jurassic world,Chris Pratt Bryce Dallas Howard Ty Simpkins Colin Trevorrow Action Adventure Science Fiction Thriller
2316,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Action Adventure Science Fiction,the hunger games: mockingjay - part 2,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Francis Lawrence Action Adventure Science Fiction
2317,Wes Ball,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Science Fiction Action Thriller Adventure,maze runner: the scorch trials,Dylan O'Brien Ki Hong Lee Kaya Scodelario Wes Ball Science Fiction Action Thriller Adventure
2318,Aleksander Bach,Rupert Friend,Zachary Quinto,Hannah Ware,Action Crime Thriller,hitman: agent 47,Rupert Friend Zachary Quinto Hannah Ware Aleksander Bach Action Crime Thriller
2319,Leigh Whannell,Stefanie Scott,Lin Shaye,Dermot Mulroney,Horror Thriller Mystery,insidious: chapter 3,Stefanie Scott Lin Shaye Dermot Mulroney Leigh Whannell Horror Thriller Mystery
2320,Mel Gibson,Andrew Garfield,Sam Worthington,Vince Vaughn,Drama History War,hacksaw ridge,Andrew Garfield Sam Worthington Vince Vaughn Mel Gibson Drama History War
2321,Lee Ri-dan,Seo Won,Hanna,Kang Min-woo,Romance Drama,beauty salon: special service,Seo Won Hanna Kang Min-woo Lee Ri-dan Romance Drama
2322,Makoto Shinkai,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita,Romance Animation Drama,your name.,Ryunosuke Kamiki Mone Kamishiraishi Ryo Narita Makoto Shinkai Romance Animation Drama
2323,Thea Sharrock,Emilia Clarke,Sam Claflin,Janet McTeer,Drama Romance,me before you,Emilia Clarke Sam Claflin Janet McTeer Thea Sharrock Drama Romance
2324,Tim Miller,Ryan Reynolds,Morena Baccarin,Ed Skrein,Action Adventure Comedy,deadpool,Ryan Reynolds Morena Baccarin Ed Skrein Tim Miller Action Adventure Comedy
2325,Byron Howard,Jason Bateman,Ginnifer Goodwin,Idris Elba,Animation Adventure Family Comedy,zootopia,Jason Bateman Ginnifer Goodwin Idris Elba Byron Howard Animation Adventure Family Comedy
2326,Anthony Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Adventure Action Science Fiction,captain america: civil war,Chris Evans Robert Downey Jr. Scarlett Johansson Anthony Russo Adventure Action Science Fiction
2327,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Action Adventure Fantasy,doctor strange,Benedict Cumberbatch Chiwetel Ejiofor Rachel McAdams Scott Derrickson Action Adventure Fantasy
2328,Isaac Florentine,Scott Adkins,Teodora Duhovnikova,Alon Abutbul,Action Drama,boyka: undisputed iv,Scott Adkins Teodora Duhovnikova Alon Abutbul Isaac Florentine Action Drama
2329,James Wan,Patrick Wilson,Vera Farmiga,Madison Wolfe,Horror Thriller,the conjuring 2,Patrick Wilson Vera Farmiga Madison Wolfe James Wan Horror Thriller
2330,Damien Leone,David Howard Thornton,Jenna Kanell,Samantha Scaffidi,Horror Thriller,terrifier,David Howard Thornton Jenna Kanell Samantha Scaffidi Damien Leone Horror Thriller
2331,Colm McCarthy,Sennia Nanua,Gemma Arterton,Paddy Considine,Drama Horror Thriller Science Fiction,the girl with all the gifts,Sennia Nanua Gemma Arterton Paddy Considine Colm McCarthy Drama Horror Thriller Science Fiction
2332,Bryan Singer,James McAvoy,Jennifer Lawrence,Michael Fassbender,Action Adventure Science Fiction Fantasy,x-men: apocalypse,James McAvoy Jennifer Lawrence Michael Fassbender Bryan Singer Action Adventure Science Fiction Fantasy
2333,André Øvredal,Emile Hirsch,Brian Cox,Ophelia Lovibond,Horror Mystery,the autopsy of jane doe,Emile Hirsch Brian Cox Ophelia Lovibond André Øvredal Horror Mystery
2334,Zack Snyder,Ben Affleck,Henry Cavill,Jesse Eisenberg,Action Adventure Fantasy,batman v superman: dawn of justice,Ben Affleck Henry Cavill Jesse Eisenberg Zack Snyder Action Adventure Fantasy
2335,Jennifer Yuh Nelson,Jack Black,Bryan Cranston,Dustin Hoffman,Action Adventure Animation Comedy Family,kung fu panda 3,Jack Black Bryan Cranston Dustin Hoffman Jennifer Yuh Nelson Action Adventure Animation Comedy Family
2336,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Animation Comedy Family Music,sing,Matthew McConaughey Reese Witherspoon Seth MacFarlane Garth Jennings Animation Comedy Family Music
2337,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Drama History,hidden figures,Taraji P. Henson Octavia Spencer Janelle Monáe Theodore Melfi Drama History
2338,M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,Betty Buckley,Horror Thriller,split,James McAvoy Anya Taylor-Joy Betty Buckley M. Night Shyamalan Horror Thriller
2339,Yeon Sang-ho,Gong Yoo,Kim Su-an,Jung Yu-mi,Horror Thriller Adventure Action,train to busan,Gong Yoo Kim Su-an Jung Yu-mi Yeon Sang-ho Horror Thriller Adventure Action
2340,Chad Stahelski,Keanu Reeves,Common,Ian McShane,Action Thriller Crime,john wick: chapter 2,Keanu Reeves Common Ian McShane Chad Stahelski Action Thriller Crime
2341,Dean Devlin,Gerard Butler,Alexandra Maria Lara,Jim Sturgess,Action Science Fiction Thriller,geostorm,Gerard Butler Alexandra Maria Lara Jim Sturgess Dean Devlin Action Science Fiction Thriller
2342,unknown,Yui Hatano,Unkown,Unkown,,housewife sex slaves: hatano yui,Yui Hatano Unkown Unkown unknown 
2343,Lee Unkrich,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Family Animation Fantasy Music Comedy Adventure,coco,Anthony Gonzalez Gael García Bernal Benjamin Bratt Lee Unkrich Family Animation Fantasy Music Comedy Adventure
2344,Brian Fee,Owen Wilson,Cristela Alonzo,Chris Cooper,Animation Adventure Comedy Family,cars 3,Owen Wilson Cristela Alonzo Chris Cooper Brian Fee Animation Adventure Comedy Family
2345,F. Gary Gray,Vin Diesel,Jason Statham,Dwayne Johnson,Action Crime Thriller,the fate of the furious,Vin Diesel Jason Statham Dwayne Johnson F. Gary Gray Action Crime Thriller
2346,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action Adventure Fantasy Science Fiction Comedy,thor: ragnarok,Chris Hemsworth Tom Hiddleston Cate Blanchett Taika Waititi Action Adventure Fantasy Science Fiction Comedy
2347,Jon Watts,Tom Holland,Michael Keaton,Robert Downey Jr.,Action Adventure Science Fiction Drama,spider-man: homecoming,Tom Holland Michael Keaton Robert Downey Jr. Jon Watts Action Adventure Science Fiction Drama
2348,Joachim Rønning,Johnny Depp,Javier Bardem,Geoffrey Rush,Adventure Action Fantasy,pirates of the caribbean: dead men tell no tales,Johnny Depp Javier Bardem Geoffrey Rush Joachim Rønning Adventure Action Fantasy
2349,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Action Adventure Science Fiction,justice league,Ben Affleck Henry Cavill Amy Adams Zack Snyder Action Adventure Science Fiction
2350,Dean Israelite,Dacre Montgomery,RJ Cyler,Ludi Lin,Action Adventure Science Fiction,power rangers,Dacre Montgomery RJ Cyler Ludi Lin Dean Israelite Action Adventure Science Fiction
